node,sub_joint_id,brace_member,brace_end,chord_t_scenario,direction,treatment,LC_V26_H3p5_T8,LC_V2_H0p5_T5,LC_V2_H0p5_T6,LC_V2_H1p0_T7,LC_V2_H1p0_T8,LC_V2_H1p5_T8,LC_V4_H0p5_T5,LC_V4_H0p5_T6,LC_V4_H1p0_T5,LC_V4_H1p0_T7,LC_V4_H1p0_T8,LC_V4_H1p5_T7,LC_V4_H1p5_T8,LC_V6_H0p5_T5,LC_V6_H0p5_T6,LC_V6_H1p0_T5,LC_V6_H1p0_T6,LC_V6_H1p0_T8,LC_V6_H1p5_T7,LC_V6_H1p5_T8,LC_V8_H0p5_T5,LC_V8_H0p5_T6,LC_V8_H1p0_T5,LC_V8_H1p0_T6,LC_V8_H1p5_T6,LC_V8_H1p5_T8,LC_V8_H2p0_T7,LC_V8_H2p0_T8,LC_V10_H0p5_T5,LC_V10_H0p5_T6,LC_V10_H1p0_T5,LC_V10_H1p0_T6,LC_V10_H1p5_T6,LC_V10_H2p0_T7,LC_V10_H2p0_T8,LC_V12_H0p5_T5,LC_V12_H1p0_T5,LC_V12_H1p0_T6,LC_V12_H1p5_T6,LC_V12_H2p0_T7,LC_V12_H2p5_T7,LC_V12_H2p5_T8,LC_V14_H0p5_T5,LC_V14_H1p0_T5,LC_V14_H1p0_T6,LC_V14_H1p5_T6,LC_V14_H2p0_T7,LC_V14_H2p5_T7,LC_V14_H2p5_T8,LC_V14_H3p0_T8,LC_V16_H1p0_T5,LC_V16_H1p5_T6,LC_V16_H2p0_T7,LC_V16_H2p5_T7,LC_V16_H2p5_T8,LC_V16_H3p0_T8,LC_V18_H1p5_T6,LC_V18_H2p0_T7,LC_V18_H2p5_T7,LC_V18_H3p0_T8,LC_V18_H3p5_T8,LC_V20_H2p0_T7,LC_V20_H2p5_T7,LC_V20_H3p0_T8,LC_V20_H3p5_T8,LC_V22_H2p5_T7,LC_V22_H3p0_T8,LC_V22_H3p5_T8,LC_V24_H3p5_T8,worst_bin,worst_bin_contribution
22,"(22, 0)",72,2,single,,K,0.005241646783688613,0.0043495878225522306,0.007623163732810282,0.0042853627795355976,0.0008711782945237972,0.0008967469161553567,0.009586150778629158,0.007499928875099593,0.0014255682218215038,0.012083418146412284,0.0013273050155610394,0.002471841454479203,0.001686873975301326,0.013788163266916861,0.006041916749781734,0.0037057729378847724,0.01794483859683525,0.0009791869892736605,0.005819145475183049,0.001611849180141076,0.014094623365894371,0.0033925461755824338,0.008610639323828015,0.019296593478298964,0.012328402962997575,0.0014056128430688167,0.0022466601104824784,0.0013869199911174578,0.022477140103516598,0.002777277921224613,0.0241475927915793,0.02994382215320067,0.04717525195005543,0.013045761157547662,0.003941185955557612,0.0240298987036018,0.040209896737997616,0.036606907697445415,0.09931899273133596,0.04278867666357347,0.008629803684234348,0.009927585343912273,0.01566928487895898,0.028353822583738846,0.024119428642113257,0.10783204281434486,0.074472480475129,0.022947526764396313,0.014781043894909768,0.010513898616533842,0.009029299005217746,0.0419979895581285,0.09256031479833757,0.033750133891276415,0.013732704915156994,0.015627418577090962,0.019778630614345327,0.09574769246143806,0.04789436436014886,0.023810685448092634,0.012259785931878365,0.021368011192153504,0.08599936088808122,0.02944859420985148,0.01986603640685948,0.01926906047502086,0.019941575906064227,0.05411290047557579,0.06379319769907761,LC_V14_H1p5_T6,0.10783204281434486
22,"(22, 0)",72,2,single,,Y,0.007471331430833125,0.0038197789371507153,0.00668651432371019,0.0037525226228502157,0.0007618607127806001,0.0007831686283078119,0.011534160787010165,0.009030962790256915,0.0016962521765542873,0.014471551920808345,0.0015918164744543933,0.0029365581333653215,0.0020106760301002043,0.027288669210186592,0.01198360671554012,0.00717084021009401,0.03503098258593251,0.0019267233385919787,0.011233690027451136,0.003131671884590819,0.03821515610219139,0.009207329899275933,0.023007252570750994,0.05191978075898425,0.032659767149723164,0.0037767483549626733,0.005921346115728543,0.003689191825971145,0.07751623658012384,0.00959828831353122,0.08197290701193063,0.10227412426282774,0.15868347678077466,0.04360466308174605,0.013272543999904633,0.060578557043101125,0.10045079419841527,0.09167895703095527,0.24650187805136956,0.1056419573281014,0.02110524572106681,0.0244005567539441,0.036941249733556385,0.06627557488823128,0.05647092173416604,0.2502120582877533,0.1717655464951241,0.052463350090574276,0.0339203021696311,0.02393299856813538,0.025938692246871543,0.11972394056364241,0.2621363863728538,0.09456691381428357,0.03864333389522771,0.04353852981977548,0.06080346976396438,0.2925238667321872,0.14515870843740353,0.07185870506338773,0.03672316954025165,0.06748314128680369,0.26919640075548373,0.09164824998070198,0.06132183594474987,0.06257809127483456,0.06450109983896601,0.17351430161541753,0.2014408702745358,LC_V18_H2p0_T7,0.2925238667321872
22,"(22, 1)",80,2,single,,K,0.006380236931602106,0.0007352806623754628,0.0012566036711684177,0.000807783235151076,0.0001555892085427846,0.00019304483082965046,0.0011949454043654558,0.0009326271281297044,0.00020933090620022047,0.0015835314830873074,0.0001692836627648731,0.00041041111177610504,0.00025188680583730687,0.0062159107703309265,0.0027239094944665654,0.001677546936778277,0.00814928235542417,0.00044298611992417864,0.0026751177575839347,0.000737555358803211,0.00746559693407849,0.0017949441400032357,0.004594940518922783,0.010292235504037251,0.006669805660448711,0.0007537440408113548,0.0012353690030450495,0.0007556453853803222,0.033929754953387556,0.0042003443199151716,0.0359995201367354,0.04486755290270022,0.06993917874253597,0.019249248986530725,0.005831808966941966,0.025905576533721116,0.043126359190517126,0.03923675041991493,0.10597134523777771,0.045461294745574206,0.009134861122513702,0.010493588178810308,0.01763970597094057,0.031729921486297906,0.026942267668912216,0.1197215240184108,0.08213676426838468,0.02517054220758971,0.016206096851144883,0.011463211820930238,0.012452722830857419,0.05768824876038552,0.12671976024695825,0.04564621596182972,0.01860544082389859,0.02104148884428466,0.028485889593764937,0.1375577081165407,0.06877193722216263,0.03410856496689365,0.017550389186373277,0.030658283354544884,0.12349196225578352,0.042074792037562286,0.028346324421091914,0.02621771104366744,0.027095708513706726,0.0735042371545549,0.08562942683574455,LC_V18_H2p0_T7,0.1375577081165407
22,"(22, 1)",80,2,single,,Y,0.010265087732192306,0.0019928557263147687,0.003408663514817832,0.002135055107573484,0.0004132484177272847,0.0004924782822808396,0.006575857736435557,0.005150589999241707,0.001046318537116833,0.008373284478328143,0.0009084655913035281,0.0019133253505108942,0.001237821865052024,0.037859605126202636,0.0166556551474219,0.009802868178988497,0.04815357623205642,0.002662434441681676,0.015327869008527057,0.004289846390638425,0.04392986165459121,0.01058149621991179,0.026358391396438217,0.05948260570728986,0.03725453591241095,0.00430802845748756,0.00675131840026285,0.004191148055677414,0.2495027624298415,0.03089251464487091,0.262616172072829,0.32777197373559996,0.5056262004008605,0.13799676954660847,0.042003407180175735,0.1710550776676252,0.282773752667753,0.25769294404558396,0.6896281481413209,0.29384218329203204,0.05832427037694042,0.06743463766196221,0.10307295230747424,0.1838504963387988,0.15653989935093743,0.6891141865904441,0.46993598592332203,0.14246330946449487,0.09220546148247,0.06456173460192412,0.06954170494998274,0.3201027523106789,0.6987689146553544,0.24947930744399366,0.10209281916930814,0.11436735157050787,0.16445858173807767,0.7893518882086477,0.39067539373880455,0.19275311702409478,0.09812284078623643,0.16703020447791364,0.6661424049772761,0.22593922250572943,0.1508058739641175,0.1403127071240727,0.1443226686913945,0.38772260817556453,0.4136593091481613,LC_V18_H2p0_T7,0.7893518882086477
22,"(22, 0)",85,1,single,,K,0.0050625816065629535,0.0037628124350345643,0.006590620352812045,0.003699254544674925,0.000751934264959215,0.0007725500865349735,0.008210240141972223,0.0064179705966193315,0.0012221463978243654,0.010320010819427156,0.001133738342766461,0.0021061479799112915,0.0014374781762763011,0.011696743118800137,0.005116094314828897,0.00315626398116188,0.015195443885651331,0.0008273751920898587,0.004907802639900839,0.001358520464784226,0.01243978085130987,0.0029935994118805197,0.007589732346746008,0.01697133628001789,0.01080860628025904,0.0012314105001848333,0.001957998122728579,0.0012091573542182552,0.0199058033433263,0.002458490419981035,0.02141259611090013,0.026490386495979328,0.04170348060760677,0.011495464136620469,0.0034714009947446546,0.022287005364954666,0.03723391578459236,0.03388793564450358,0.09176968332533714,0.03945166255520192,0.007933991739991852,0.00913262782937497,0.014495510588686042,0.026187098292664093,0.022260956430739814,0.09929806983325588,0.06844648764120302,0.021029285957502145,0.013569409467649413,0.009621760169776276,0.008820846304979733,0.040941662420492596,0.0899957128996368,0.032467813111737014,0.013239206763014717,0.014975291941496001,0.018527065964675148,0.08953376545981068,0.044721792862383036,0.022215333264409654,0.011415120642121785,0.020385328760028586,0.08196438538710678,0.02795271903694258,0.018810248857987308,0.01790427074733581,0.018494412885229496,0.050092322086987974,0.05978392026053792,LC_V14_H1p5_T6,0.09929806983325588
22,"(22, 0)",85,1,single,,Y,0.009660226474779298,0.005291232719487892,0.009262501107509018,0.0051914946069985006,0.0010547286351209864,0.0010819116673650656,0.014191596965212093,0.011097495853366546,0.0020995106117974193,0.01778998663058246,0.0019554128183846614,0.003614843148648209,0.002470508307255741,0.02765369227438297,0.012110911256303838,0.0073607392434803486,0.03565509670266923,0.0019491060624884714,0.011446233167979849,0.0031786367865534156,0.037138088715693574,0.008946154568961273,0.02239791666978387,0.05040517757242906,0.03173585026480693,0.0036572970721121126,0.005734999577128547,0.0035664910008464594,0.07134670192386876,0.008825930729390932,0.0758486818346988,0.09435945142476991,0.14697941383374105,0.0403788196188982,0.012263357993882387,0.06247766579071746,0.10376936953777363,0.09462347138904952,0.25481756463314315,0.10921435108739966,0.021833637562460324,0.02521236475886074,0.038954848165534114,0.07010268772323638,0.05961018947397701,0.26483899018573015,0.1818950208195305,0.055643151201736615,0.03593707253719094,0.025379267475395095,0.026847382571167016,0.12412462131725233,0.27199043768800313,0.09758074036569823,0.03985770813145458,0.04489323584001324,0.06042610005186134,0.2908845929762423,0.14458245485800936,0.07159375383617234,0.03662596028336789,0.0680574014444795,0.27205424798805694,0.09253806114152481,0.0619746021165411,0.06086884621601984,0.0627208248282585,0.16894965558272906,0.1989899188081806,LC_V18_H2p0_T7,0.2908845929762423
22,"(22, 1)",93,1,single,,K,0.004695965064935488,0.0008724997989873882,0.0015035947541044057,0.0008806010269684122,0.0001747336397896718,0.00019036010551135208,0.0017347336377541518,0.0013396948018080457,0.0002804712525815949,0.0022300648218071956,0.00024063852831230574,0.00048664719238158445,0.00032043073813554045,0.007200374483928527,0.0031372288222794266,0.0019940597913189768,0.009498266995451289,0.0005085893365307842,0.0031163575668793644,0.0008497642683051581,0.006990981979647803,0.001675138328865362,0.00441427637652477,0.009738130159321415,0.006461133785798434,0.0007092929095465187,0.0011949733024147282,0.0007184680745636753,0.03707836382194796,0.004582843193355698,0.03962710310264504,0.049112197293046424,0.07703475721903716,0.021149693403182762,0.006366004229456122,0.02762342978810494,0.046296634573990816,0.04195053672112419,0.11395791197109204,0.04884817927077111,0.009864438743110986,0.011245328286098852,0.018455327770645746,0.033383362593846846,0.02825471805470662,0.12608062147381252,0.08640503562573519,0.026575489286725228,0.01701024440862475,0.012060819905489923,0.012323626069764185,0.05705327639105136,0.1250122902496798,0.04511917766314059,0.018305191304642546,0.020709539173324805,0.028011037051467586,0.13481567554268808,0.06742421942949926,0.033293629622415846,0.017133067102969857,0.029845824585004472,0.12019711175515845,0.04080316677713764,0.027489252756001115,0.025005208732059983,0.025765310450528777,0.07004401285600954,0.0807687469768925,LC_V18_H2p0_T7,0.13481567554268808
22,"(22, 1)",93,1,single,,Y,0.008665154571003121,0.002346641005624966,0.004065439531096717,0.0023128219222263756,0.0004636172236645475,0.00048684287781525194,0.007248570872320695,0.005642192946655386,0.0010962302778882655,0.00910696357877361,0.0009955469972078705,0.0018801051520304036,0.0012719370901182721,0.03544251117084532,0.01553812319316338,0.009373614030876234,0.04553087121913442,0.0024919792563206002,0.014591189140265321,0.004051902171892996,0.03659325211253864,0.008799108669714032,0.022277430182937322,0.049893384524579316,0.031735462910262933,0.003613742625915843,0.005759008275804273,0.0035512255926976517,0.2160809949126104,0.02673830166016506,0.2282712491328179,0.28425376781544676,0.4401124641863741,0.12014564174743476,0.0364602575940244,0.1492819509536996,0.24768137351142583,0.2252843835797356,0.6050591168451241,0.25796600026152783,0.05139764641387701,0.05918598373799269,0.09133622178975717,0.1635996819990587,0.13897012874578532,0.614021398279978,0.4189488506504542,0.12745444626449196,0.08220792747753741,0.05772223159021436,0.06054981073960662,0.2788505555587328,0.608444542989765,0.21800093524040767,0.08894656590325951,0.09979967415609725,0.14170933266004382,0.6797737475149646,0.3370592753799794,0.16610854131155117,0.08472141563438328,0.1454105358013628,0.5808566845535065,0.1967383162701615,0.13149353559293478,0.12014948437707114,0.12350692677293225,0.3323479085695144,0.3609130742840546,LC_V18_H2p0_T7,0.6797737475149646
26,"(26, 1)",76,2,single,,K,0.005036953389807672,0.0042841260733754525,0.00752872068520107,0.004218408175838216,0.0008593842268893686,0.0008824320562540872,0.010054246160209586,0.007863677027336768,0.0015028825780066001,0.01267546051493832,0.0013919367175240912,0.0026000295333426064,0.0017707072442798345,0.014395778726553128,0.006292950144696859,0.003928990468564037,0.018851184745043846,0.0010219020835053954,0.006137905468794489,0.0016909678769021495,0.014274909734075643,0.003426294018091046,0.008853750082529813,0.01967669855239388,0.012739421781926089,0.0014296570425065503,0.002325010115433924,0.0014211047555777092,0.024650078490164637,0.003042032552335738,0.02668120907402042,0.032919613187135245,0.05223201728771929,0.01443985102532871,0.004339152031920101,0.02439846466654601,0.04096712932060623,0.03721127013364018,0.10121908617243426,0.043557619014401916,0.0088147933464627,0.010092209213685737,0.015669344639914422,0.02837718523361905,0.02411628583607694,0.1079349777528872,0.07453444647672036,0.023017609570041318,0.014785121042634556,0.010534223999033993,0.00911161065269081,0.042464201752142494,0.09361563357422119,0.03394192220821085,0.013767519946424531,0.01566375158852514,0.019912298537589607,0.09620178313967918,0.04816212936560744,0.0238802730467242,0.012292376483741204,0.02156384065554314,0.08676618518616465,0.02960046139113465,0.019959084405998726,0.01902696631834716,0.019683468192502565,0.05338608189914811,0.06319884600558302,LC_V14_H1p5_T6,0.1079349777528872
26,"(26, 1)",76,2,single,,Y,0.007322776157333076,0.00383541776108562,0.00673590381164768,0.0037639208179399684,0.0007663498416507462,0.0007846228616533693,0.011401864876812785,0.008931136989927622,0.001680850868502351,0.014304449008414034,0.0015732043665737468,0.0029058203747284244,0.001986517575779791,0.0271970119023046,0.011922608194888077,0.007219764764822411,0.03506893646585354,0.0019193037077462642,0.011275742134904839,0.0031314399437452844,0.03585270284876163,0.008632629786465049,0.02173206328232446,0.04885616666198862,0.030929028422119424,0.003550351003930982,0.005609814900692881,0.0034787125308157764,0.0821268506344012,0.010159740886447303,0.08717575315196183,0.10845982064338049,0.16881396695892542,0.04634895227373675,0.014069760525671635,0.06185177367393175,0.10279732991136384,0.09369295917837928,0.2524469324550323,0.10813645103857744,0.021640565860614993,0.0249376842189911,0.036861832016055786,0.06623316695645058,0.05636784012699387,0.2501004996641506,0.1717550706049038,0.052556848283564286,0.03390851920468376,0.023949544212540294,0.02562943396632569,0.1184181983514916,0.2593611380831202,0.09309098266626097,0.037950122180300014,0.04277161134969271,0.06101436787928887,0.2927061486412239,0.14524737909583707,0.07164002379783994,0.03657717647693122,0.06816730730398358,0.2719171476009891,0.09222361686967541,0.061661262739290755,0.06184922074954519,0.06370658819664478,0.17141170690040708,0.20141111857617153,LC_V18_H2p0_T7,0.2927061486412239
