member_id,member_class,LC_V26_H3p5_T8,LC_V2_H0p5_T5,LC_V2_H0p5_T6,LC_V2_H1p0_T7,LC_V2_H1p0_T8,LC_V2_H1p5_T8,LC_V4_H0p5_T5,LC_V4_H0p5_T6,LC_V4_H1p0_T5,LC_V4_H1p0_T7,LC_V4_H1p0_T8,LC_V4_H1p5_T7,LC_V4_H1p5_T8,LC_V6_H0p5_T5,LC_V6_H0p5_T6,LC_V6_H1p0_T5,LC_V6_H1p0_T6,LC_V6_H1p0_T8,LC_V6_H1p5_T7,LC_V6_H1p5_T8,LC_V8_H0p5_T5,LC_V8_H0p5_T6,LC_V8_H1p0_T5,LC_V8_H1p0_T6,LC_V8_H1p5_T6,LC_V8_H1p5_T8,LC_V8_H2p0_T7,LC_V8_H2p0_T8,LC_V10_H0p5_T5,LC_V10_H0p5_T6,LC_V10_H1p0_T5,LC_V10_H1p0_T6,LC_V10_H1p5_T6,LC_V10_H2p0_T7,LC_V10_H2p0_T8,LC_V12_H0p5_T5,LC_V12_H1p0_T5,LC_V12_H1p0_T6,LC_V12_H1p5_T6,LC_V12_H2p0_T7,LC_V12_H2p5_T7,LC_V12_H2p5_T8,LC_V14_H0p5_T5,LC_V14_H1p0_T5,LC_V14_H1p0_T6,LC_V14_H1p5_T6,LC_V14_H2p0_T7,LC_V14_H2p5_T7,LC_V14_H2p5_T8,LC_V14_H3p0_T8,LC_V16_H1p0_T5,LC_V16_H1p5_T6,LC_V16_H2p0_T7,LC_V16_H2p5_T7,LC_V16_H2p5_T8,LC_V16_H3p0_T8,LC_V18_H1p5_T6,LC_V18_H2p0_T7,LC_V18_H2p5_T7,LC_V18_H3p0_T8,LC_V18_H3p5_T8,LC_V20_H2p0_T7,LC_V20_H2p5_T7,LC_V20_H3p0_T8,LC_V20_H3p5_T8,LC_V22_H2p5_T7,LC_V22_H3p0_T8,LC_V22_H3p5_T8,LC_V24_H3p5_T8,worst_bin,worst_bin_contribution
18,leg,0.00010919408515158257,5.3122532443115995e-05,9.269005887892856e-05,5.238295458690588e-05,1.0605829194222482e-05,1.0986983216920064e-05,8.832995330919168e-05,6.899880635037679e-05,1.3267802313204709e-05,0.00011147580365801058,1.2227887859206257e-05,2.293157702709708e-05,1.559308990823187e-05,0.0001074177267778413,4.6811531728186956e-05,2.960239953943176e-05,0.0001411245543444656,7.6062818502019804e-06,4.596803057532787e-05,1.2626173516358834e-05,7.458574596362474e-05,1.790126039554289e-05,4.6289678894111104e-05,0.00010266140366614699,6.6795484893494e-05,7.449815086165891e-06,1.2200128491245528e-05,7.41332630635806e-06,0.00014007572790394898,1.728785885583609e-05,0.0001516644594866039,0.00018680885084172255,0.0002971050462610653,8.21555625258637e-05,2.4623734108960074e-05,0.00020313801398421475,0.00034132284682306097,0.0003094243255711394,0.0008419623889491835,0.0003623298387132529,7.315697831990965e-05,8.392082217912197e-05,0.00015180456551102214,0.000275898601497163,0.00023375409904097385,0.0010483407675131275,0.0007228810071107704,0.00022296395059613375,0.00014330758588609023,0.00010190841653938929,8.160736784859907e-05,0.0003793728529714807,0.0008345396888028648,0.0003027790780443607,0.00012279238889796135,0.00013947696507552834,0.00016407653381243914,0.0007918761810870552,0.00039802737460270136,0.00019709438077028594,0.0001017577607797099,0.00018309583904102953,0.0007424067734895227,0.0002526636833281134,0.00017088829481643982,0.00014795332242890086,0.00015239697591586202,0.00041575717650597915,0.0005394356102035107,LC_V14_H1p5_T6,0.0010483407675131275
19,leg,8.327168478967207e-05,4.193803900637741e-05,7.314702941595974e-05,4.130672473607948e-05,8.362254386316007e-06,8.65096837439847e-06,6.391046631397907e-05,4.992806282320203e-05,9.59985318801357e-06,8.071742248451914e-05,8.853459747421946e-06,1.6609694370435627e-05,1.1296108794544318e-05,6.877866334487427e-05,2.993457151565036e-05,1.915624384558213e-05,9.066790293400715e-05,4.8695392817328175e-06,2.9535357533639885e-05,8.095157008807524e-06,5.177105523429705e-05,1.2418645120907614e-05,3.2343346025007935e-05,7.153701235472739e-05,4.673693898520267e-05,5.19798885805871e-06,8.54663220668364e-06,5.196097041299163e-06,7.434126464460263e-05,9.154103362651052e-06,8.172604437967535e-05,9.993792410245481e-05,0.00016032313974819883,4.4307134374541606e-05,1.3233298892280631e-05,0.00013964158270608664,0.0002356704389738427,0.00021352058185617354,0.000583048827606559,0.0002512916416006426,5.082125847941624e-05,5.8261047191755336e-05,0.00010860546578425589,0.00019749958225418114,0.00016730030413640007,0.0007500777209006962,0.0005170218028153036,0.00015931584934128157,0.00010249806880640725,7.277631946670566e-05,5.471828399708647e-05,0.00025504372049042046,0.0005621820236382619,0.00020447248770921506,8.304178860131459e-05,9.430230367413425e-05,0.00010573480225810111,0.000512064545029538,0.00025819154097440244,0.00012807395905612806,6.625163920910715e-05,0.00012133066278500681,0.0004938039326147866,0.00016865721783088151,0.00011435020597744859,0.00010193652765194486,0.00010541642414254847,0.00028801555552528997,0.0003750889293021182,LC_V14_H1p5_T6,0.0007500777209006962
22,leg,8.363235290471596e-05,4.906330678436513e-05,8.643915744315642e-05,4.81920332710114e-05,9.850681262977e-06,1.0046608968215245e-05,0.00011785752747495111,9.229423982003194e-05,1.745183889608952e-05,0.00014837315786417012,1.6323287324252846e-05,3.0244682669197526e-05,2.0686729728757697e-05,0.00015534796804259377,6.806522941586537e-05,4.18747679025075e-05,0.0002022276588386827,1.1047146986088475e-05,6.560292834729772e-05,1.8187447319774863e-05,0.00012368400841261716,2.9712101085803596e-05,7.617829162826647e-05,0.00016970071857494567,0.00010899198317532475,1.2332873153281685e-05,1.981456422419044e-05,1.2179300947487347e-05,0.0001844688109869518,2.2799850643257378e-05,0.00019812113546370503,0.0002453694764412848,0.00038648295775512055,0.00010673122504944711,3.221555290473975e-05,0.00023604775182906122,0.0003961866160298578,0.00035965246425783066,0.000977226187878105,0.0004204958752702108,8.479570565713481e-05,9.742318501684843e-05,0.00016539221504603517,0.00029935440420987325,0.000254100324120348,0.0011345149692198989,0.0007806036901744475,0.00023988460952428206,0.00015445335838773795,0.00010945290344047081,0.00010391835360453987,0.00048254045963606407,0.001061661418894054,0.00038433025356567876,0.00015684539925579742,0.00017743664806922957,0.00020988497368296712,0.0010167669874451587,0.000509043926120395,0.00025315740933459313,0.00013033134327891527,0.0002409867469617634,0.0009709815459146691,0.0003325617247434566,0.000224193588589291,0.00020980186126122094,0.00021739208373909265,0.0005905138182041496,0.000785193635334595,LC_V14_H1p5_T6,0.0011345149692198989
23,leg,6.45832495198384e-05,3.895252468801502e-05,6.855729992826781e-05,3.823409027430723e-05,7.811321585461504e-06,7.963687134596878e-06,8.809048350627115e-05,6.897497159813179e-05,1.3063702174687657e-05,0.00011084718430771735,1.2196163443895604e-05,2.257895031732461e-05,1.5443120082010363e-05,0.00010814337492954192,4.7292340931798886e-05,2.939116233052792e-05,0.00014115013882671975,7.6836565974406e-06,4.579623928449121e-05,1.267242229621909e-05,8.96872254054844e-05,2.1538107140907243e-05,5.5322166970532523e-05,0.0001230151621689143,7.902224425580248e-05,8.927091367765863e-06,1.4332219927740103e-05,8.809203246489558e-06,0.00011074919256975221,1.3674186197910024e-05,0.00012036749461828137,0.00014835401048343195,0.00023585971483938576,6.527853956953676e-05,1.963194840324403e-05,0.00015758296108132447,0.0002657865467748988,0.0002410397658407972,0.0006577647498194873,0.00028356705079985177,5.7358950658271046e-05,6.575621861044588e-05,0.00011511302336633902,0.00020852764248811037,0.00017703019184599425,0.0007913925942201838,0.000545508256623597,0.00016784288391299168,0.00010817387064172973,7.673743810502349e-05,6.887351145230487e-05,0.00032090785706003107,0.0007083770640151689,0.0002565468218195407,0.0001047102064660013,0.00011870288182167519,0.00013018724935255245,0.0006313620804196282,0.00031697657001514187,0.00015776741980192015,8.140212756692608e-05,0.00014767557129732222,0.0005962936809794076,0.00020462895286909956,0.00013827174306889798,0.00012919559217571574,0.00013416077575981175,0.00036509614806451624,0.0004981019523394513,LC_V14_H1p5_T6,0.0007913925942201838
26,leg,0.0001096941604342118,5.317062900115506e-05,9.27604411729015e-05,5.2425131377451765e-05,1.0612286089064027e-05,1.0996485749049619e-05,8.848399162084532e-05,6.907064506807784e-05,1.3361786656153076e-05,0.00011170972443998903,1.2244734497496566e-05,2.3032053095954956e-05,1.5636760931157718e-05,0.00010776054809098919,4.692811030652909e-05,2.9852938389690247e-05,0.00014191878266729053,7.633573387916416e-06,4.628654361779951e-05,1.2697861118407841e-05,7.387499361258269e-05,1.771955896897902e-05,4.624874922818684e-05,0.00010197461304223096,6.6932926938237e-05,7.3904970497760495e-06,1.2215591546698468e-05,7.386166191082013e-06,0.00013874902887161768,1.7106962348365105e-05,0.000150854437316564,0.00018534457812692542,0.00029527036235024994,8.148516699582766e-05,2.4363759926668193e-05,0.00019959669232197074,0.00033561061103721987,0.00030430856172260863,0.0008287847421062587,0.0003569925165127792,7.216385061714297e-05,8.277811613513196e-05,0.00014957693062280625,0.00027195596009918694,0.0002302772904242862,0.0010329674743788867,0.000711401687068014,0.00021944141950019602,0.00014082428759425145,0.00010009890626416399,8.084380979576413e-05,0.00037618364435914887,0.0008278093252824437,0.0003005868482776465,0.00012175647322464613,0.00013832958524677118,0.00016331606557908442,0.0007877483381188373,0.0003961296953335512,0.00019575652804199715,0.0001010248165192487,0.00018305932965748773,0.0007428296551961409,0.0002527048806524537,0.0001709675317733824,0.00014810467494335403,0.00015262381592876428,0.00041621494103343296,0.0005387756559941767,LC_V14_H1p5_T6,0.0010329674743788867
27,leg,8.354298081542975e-05,4.228229953186458e-05,7.375022752805218e-05,4.1648059279837886e-05,8.43147846258793e-06,8.722775488848847e-06,6.525100472000004e-05,5.0935849441759675e-05,9.857807195414417e-06,8.241889682462946e-05,9.034706315984626e-06,1.7002578780644553e-05,1.1541843841840133e-05,7.012568827318894e-05,3.051751548407699e-05,1.958259332000691e-05,9.255608140682918e-05,4.96600138565006e-06,3.017644030704289e-05,8.262840972757378e-06,5.2945393499104e-05,1.2701437898762243e-05,3.326356651858592e-05,7.33206108647522e-05,4.810323314110331e-05,5.32499505476748e-06,8.786974864041617e-06,5.324740772513851e-06,7.355206001077709e-05,9.051109077211632e-06,8.10521498309376e-05,9.907632168936395e-05,0.00015917483232621445,4.4025809998882305e-05,1.3140580871115049e-05,0.00013692239321935973,0.00023137548923128358,0.00020946457515930722,0.0005725380667577044,0.0002467541968965617,4.994934540013713e-05,5.718955511826793e-05,0.00010671200814615003,0.00019414077760670164,0.00016444752786279717,0.0007375784201144207,0.0005084813816323441,0.00015679037606453403,0.00010080428281970233,7.161257759540646e-05,5.320108919232532e-05,0.00024805553836923077,0.0005469073645860004,0.0001989787832725169,8.079625499740061e-05,9.179247790335086e-05,0.00010224892307277475,0.0004951338822066526,0.00024971401167869664,0.00012385365513987545,6.409117574912472e-05,0.0001180782820985406,0.0004808631574335665,0.00016420281546115914,0.00011137393660638231,9.895258089908437e-05,0.00010232460636885487,0.00027981047723466516,0.0003658870745032902,LC_V14_H1p5_T6,0.0007375784201144207
30,leg,8.30653054351881e-05,4.913139193376679e-05,8.653387702796408e-05,4.826262650584933e-05,9.864300464760415e-06,1.0063264363125866e-05,0.00011748604689282366,9.20467104894061e-05,1.73562500913834e-05,0.00014794777604604684,1.6283951898537058e-05,3.0131740577359003e-05,2.0629103231052956e-05,0.00015486019660836012,6.789889595819843e-05,4.1568282185734726e-05,0.000201193967191642,1.100867985478939e-05,6.516934823507451e-05,1.8090056543949523e-05,0.00012396561317840507,2.9787275779106594e-05,7.614978765563248e-05,0.00017001027215302603,0.00010899015013822847,1.2393491776852469e-05,1.9866722190022464e-05,1.2247925766684008e-05,0.00018542924528518802,2.293466487117082e-05,0.00019884934017626652,0.0002466817796817968,0.0003883066221833088,0.00010747739751098606,3.249232485205083e-05,0.00023962215884681118,0.000402334973467774,0.00036549498416122523,0.0009935150977453974,0.0004275759152540341,8.626998215469183e-05,9.906878879281092e-05,0.000167356898683185,0.0003026000329008252,0.00025699022659011415,0.0011468256911010308,0.0007894433176109611,0.00024262187949394804,0.0001563492046434516,0.00011084892420094066,0.00010458161370662302,0.0004855165623068697,0.0010682235445615737,0.0003863397161900488,0.0001578083594887961,0.00017841380710967444,0.00021007784259041606,0.0010173186643881035,0.000509247262993108,0.00025332921700990196,0.00013046490637527575,0.00024079632756963447,0.0009696593565174045,0.0003321340922322911,0.00022392328040301575,0.00020969091240018273,0.00021723826832310237,0.0005903492185306513,0.0007831890265959329,LC_V14_H1p5_T6,0.0011468256911010308
31,leg,6.456292368049809e-05,3.939668759713946e-05,6.934054557507226e-05,3.8671690725918034e-05,7.901290545305337e-06,8.055500024717303e-06,8.815897689842891e-05,6.903981197038458e-05,1.30563794432056e-05,0.00011092342892305114,1.2207261256342135e-05,2.258217115305872e-05,1.5452497586370162e-05,0.00010840127878647352,4.742072056456763e-05,2.9415476291425627e-05,0.00014140600683907077,7.703381358470308e-06,4.5870092183976794e-05,1.2697345013657204e-05,9.099704796523814e-05,2.185871702051657e-05,5.6039809652160525e-05,0.00012476027338249057,7.999234197552586e-05,9.060126934411309e-06,1.450493494319734e-05,8.929798043766667e-06,0.00011174630220767621,1.3797430320422476e-05,0.00012153427089820315,0.00014976565657534246,0.00023815129003787282,6.591293308659763e-05,1.982580433506036e-05,0.00016044666411925312,0.0002702441144371939,0.00024517079095981025,0.0006682278879441227,0.0002879663298112334,5.8157394051851756e-05,6.67738230189913e-05,0.00011685760637120956,0.00021170712133086536,0.0001797284389901592,0.0008034601624625704,0.0005538096942226564,0.00017035179902393999,0.00010980652222591289,7.787832820119492e-05,6.999415690843912e-05,0.00032619053757861174,0.0007200826081367022,0.00026085756094616465,0.00010643157827442632,0.00012066632828142621,0.00013210462045257253,0.0006409637239135238,0.00032162607082677195,0.00016019751443674271,8.261927256647254e-05,0.00014971904013006744,0.0006043580456293248,0.00020748309475392024,0.0001401845324818002,0.0001312711110405958,0.00013632093576987418,0.0003708427611498376,0.0005060179976882102,LC_V14_H1p5_T6,0.0008034601624625704
69,brace,2.5817476137947605e-05,2.512717807499569e-06,4.360260646045146e-06,2.5542249264840133e-06,5.057889461925267e-07,7.293673314844156e-07,6.9323399676864875e-06,5.413758181842551e-06,1.0753838629765051e-06,8.742201959493574e-06,9.540961153314085e-07,2.6501153990335026e-06,1.5571341865973965e-06,1.7165539633412295e-05,7.491624027145891e-06,5.494009983483503e-06,2.595824231768575e-05,1.2616401537783057e-06,1.1977652688925543e-05,2.9601034110406576e-06,2.4183177621710057e-05,5.766678370592926e-06,1.6852670109834054e-05,3.662554409971937e-05,3.3065132408792924e-05,3.1552659738426388e-06,7.786413576956319e-06,4.2479571620823105e-06,5.515366693736601e-05,6.808761993833962e-06,6.60029005859028e-05,8.114909658026883e-05,0.00015129136002569162,4.8387298101733236e-05,1.3556491822944374e-05,4.0295327004009855e-05,6.776895752942617e-05,6.143601830207157e-05,0.00018281969540451248,8.92652355109819e-05,2.197384584774206e-05,2.297449968418265e-05,2.4541860492742593e-05,4.4658091125118165e-05,3.775282823822546e-05,0.00017099593028663425,0.00012338053180657182,4.565937531870379e-05,2.6858990732399416e-05,2.288484436236469e-05,1.838821516713494e-05,8.559465302798063e-05,0.00019703011125750346,8.338166751546323e-05,3.12099013607426e-05,4.156041664344468e-05,4.277889809899538e-05,0.00020791628664007506,0.00011579766432733995,6.117609261050597e-05,3.622812737111677e-05,4.958019890276157e-05,0.00020854612805260624,7.48691469491547e-05,5.6965183690963855e-05,4.63657922500847e-05,5.075176864671389e-05,0.00015561571730846895,0.00016701450363515577,LC_V20_H2p5_T7,0.00020854612805260624
70,brace,1.7917543399007003e-05,6.163256041060634e-06,1.0814843794692469e-05,6.08494538263996e-06,1.233483237814938e-06,1.2895824764975125e-06,1.6707780010982546e-05,1.3081758741207596e-05,2.4628045896549724e-06,2.0979442039894845e-05,2.3077183065684185e-06,4.265961856581615e-06,2.9165886189316513e-06,2.8906890703918046e-05,1.2677467107724964e-05,7.752278126367475e-06,3.7498882910771816e-05,2.044492325340712e-06,1.2223038129896421e-05,3.3716559782901673e-06,3.560915531461808e-05,8.564857418859133e-06,2.2110073358327283e-05,4.9528737210087854e-05,3.335161126016978e-05,3.6451930204574816e-06,6.8651543353197e-06,3.8111889373027233e-06,6.753738543371655e-05,8.357806577779242e-06,7.290687851386836e-05,9.066549285912761e-05,0.00014707689378915616,4.254063200268611e-05,1.2430640095659388e-05,5.608888610060916e-05,9.413378455435567e-05,8.562381701982188e-05,0.0002350744320670974,0.00010229206524309237,2.1246683771639254e-05,2.397769832024972e-05,3.368800532404925e-05,6.1016872519988585e-05,5.195306591573397e-05,0.00023375639713773757,0.0001629488773533946,5.121320272826698e-05,3.260081322820753e-05,2.3716782117261283e-05,2.2640892942918436e-05,0.00010578801010817439,0.00023438819448607441,8.566036894961694e-05,3.452955540562323e-05,3.995487371682936e-05,5.158800339945285e-05,0.0002507277749850147,0.00012703218028847698,6.361078809666289e-05,3.377985855999171e-05,5.79234424954703e-05,0.00023498481242373642,8.064941397339974e-05,5.565482809315523e-05,5.1816586433207326e-05,5.386567954327779e-05,0.00014912690577844047,0.0001712718497044016,LC_V18_H2p0_T7,0.0002507277749850147
