member_id,member_class,LC_V26_H3p5_T8,LC_V2_H0p5_T5,LC_V2_H0p5_T6,LC_V2_H1p0_T7,LC_V2_H1p0_T8,LC_V2_H1p5_T8,LC_V4_H0p5_T5,LC_V4_H0p5_T6,LC_V4_H1p0_T5,LC_V4_H1p0_T7,LC_V4_H1p0_T8,LC_V4_H1p5_T7,LC_V4_H1p5_T8,LC_V6_H0p5_T5,LC_V6_H0p5_T6,LC_V6_H1p0_T5,LC_V6_H1p0_T6,LC_V6_H1p0_T8,LC_V6_H1p5_T7,LC_V6_H1p5_T8,LC_V8_H0p5_T5,LC_V8_H0p5_T6,LC_V8_H1p0_T5,LC_V8_H1p0_T6,LC_V8_H1p5_T6,LC_V8_H1p5_T8,LC_V8_H2p0_T7,LC_V8_H2p0_T8,LC_V10_H0p5_T5,LC_V10_H0p5_T6,LC_V10_H1p0_T5,LC_V10_H1p0_T6,LC_V10_H1p5_T6,LC_V10_H2p0_T7,LC_V10_H2p0_T8,LC_V12_H0p5_T5,LC_V12_H1p0_T5,LC_V12_H1p0_T6,LC_V12_H1p5_T6,LC_V12_H2p0_T7,LC_V12_H2p5_T7,LC_V12_H2p5_T8,LC_V14_H0p5_T5,LC_V14_H1p0_T5,LC_V14_H1p0_T6,LC_V14_H1p5_T6,LC_V14_H2p0_T7,LC_V14_H2p5_T7,LC_V14_H2p5_T8,LC_V14_H3p0_T8,LC_V16_H1p0_T5,LC_V16_H1p5_T6,LC_V16_H2p0_T7,LC_V16_H2p5_T7,LC_V16_H2p5_T8,LC_V16_H3p0_T8,LC_V18_H1p5_T6,LC_V18_H2p0_T7,LC_V18_H2p5_T7,LC_V18_H3p0_T8,LC_V18_H3p5_T8,LC_V20_H2p0_T7,LC_V20_H2p5_T7,LC_V20_H3p0_T8,LC_V20_H3p5_T8,LC_V22_H2p5_T7,LC_V22_H3p0_T8,LC_V22_H3p5_T8,LC_V24_H3p5_T8,worst_bin,worst_bin_damage
18,leg,4.639309621080541e-08,1.2982145035689422e-08,1.2901189129910695e-08,1.3010442834028719e-08,1.2926094109504381e-08,1.309679582403857e-08,1.4136400591266378e-08,1.4038139548596584e-08,1.4795235828739259e-08,1.42055833329269e-08,1.4090123064095505e-08,1.4581762405661965e-08,1.4322179776930439e-08,1.0427967400315355e-08,1.0313102628820328e-08,1.1046635165199023e-08,1.0662349940273699e-08,1.0329794023176642e-08,1.0783262106173651e-08,1.0528928819514354e-08,8.955401330357549e-09,8.909791278467461e-09,9.28374309923921e-09,9.078540207863274e-09,9.445687724294601e-09,9.02179852160646e-09,9.50652646654979e-09,9.212319019212748e-09,2.3341272391416444e-08,2.3229082241990334e-08,2.3831190299894584e-08,2.3428556477217706e-08,2.3935654565877383e-08,2.3883969538812068e-08,2.34083714626208e-08,6.540614962403967e-08,6.601750768909567e-08,6.540343657917699e-08,6.59176729268223e-08,6.570265949521319e-08,6.623442152029456e-08,6.539238645829981e-08,1.0850518201091234e-07,1.096263211537289e-07,1.0879638311823158e-07,1.0978765397956208e-07,1.0955783259826119e-07,1.1039533196645467e-07,1.0920585248837491e-07,1.0977732075769318e-07,9.46090770240794e-08,9.416397085550111e-08,9.347263720675431e-08,9.391017957573012e-08,9.264419053078554e-08,9.288458810537844e-08,1.2944244676357e-07,1.2840789064797186e-07,1.2925082560680919e-07,1.2789509990785966e-07,1.2855184821314544e-07,1.6229250422141127e-07,1.635604938498208e-07,1.6147419801110437e-07,1.6204857733265874e-07,1.424311252710182e-07,1.4065540064313465e-07,1.4166182707993765e-07,2.0952420412024275e-07,LC_V24_H3p5_T8,2.0952420412024275e-07
19,leg,3.5379492201616996e-08,1.0248865779811765e-08,1.0181066580387807e-08,1.025942093335186e-08,1.0191686589108861e-08,1.0312199831636086e-08,1.0228285195923775e-08,1.0158104906105812e-08,1.0705020204934654e-08,1.0285981656078487e-08,1.0201789452155534e-08,1.0561795059020999e-08,1.037542282429986e-08,6.676939465317058e-09,6.594920029176766e-09,7.148475805681157e-09,6.850210538652903e-09,6.613130930289129e-09,6.928456531608062e-09,6.750527530616968e-09,6.216074813347705e-09,6.180991368417528e-09,6.486701196455542e-09,6.326151989162444e-09,6.609167244575747e-09,6.294815059509877e-09,6.659666357695063e-09,6.457034483721722e-09,1.2387725796305699e-08,1.2300043726404987e-08,1.2841696219816757e-08,1.2533674333418266e-08,1.2916102705834984e-08,1.2880810686683074e-08,1.2580138121036419e-08,4.496163998591492e-08,4.558257720472357e-08,4.5132133060328965e-08,4.564719567402907e-08,4.556767728739716e-08,4.6012242900434444e-08,4.5397897857777736e-08,7.762780910199287e-08,7.847503580820721e-08,7.786673285857521e-08,7.855200888101777e-08,7.835838480372531e-08,7.888147850145526e-08,7.810744220695346e-08,7.839577570683716e-08,6.34360166463165e-08,6.330429095026448e-08,6.296721060094636e-08,6.341933585072654e-08,6.265322593886869e-08,6.280055369298475e-08,8.341577673743638e-08,8.30346077749089e-08,8.384214746271206e-08,8.310755347292016e-08,8.369652203647379e-08,1.0754508242980783e-07,1.0879051480609634e-07,1.0778671722544099e-07,1.0843509332366152e-07,9.813185740836512e-08,9.72945118039805e-08,9.813615285259913e-08,1.4568969474723945e-07,LC_V24_H3p5_T8,1.4568969474723945e-07
22,leg,3.5532728620404455e-08,1.1990146841873559e-08,1.2031149099397136e-08,1.1969536634056806e-08,1.2005740495739413e-08,1.1975843030144783e-08,1.88620185867201e-08,1.877770771201425e-08,1.9460952614272286e-08,1.890748655084961e-08,1.880922771434727e-08,1.9232029973156602e-08,1.900066400666543e-08,1.508097029276898e-08,1.499552931734856e-08,1.56262766141716e-08,1.5278858283423003e-08,1.5002698448128153e-08,1.5389251234990395e-08,1.5166458625843457e-08,1.4850557826726022e-08,1.4788267042087685e-08,1.5278129079995027e-08,1.500695238783263e-08,1.541278185445083e-08,1.4935229330463828e-08,1.543981109343106e-08,1.513485325244961e-08,3.073863566084507e-08,3.063534993626647e-08,3.113097490110253e-08,3.0772913653115066e-08,3.113620145077094e-08,3.1028517723539144e-08,3.062547808268665e-08,7.600239005856127e-08,7.662907189927021e-08,7.602022592507425e-08,7.65075460300189e-08,7.62501300200252e-08,7.677182191759542e-08,7.591363381810531e-08,1.1821721129629e-07,1.1894631533691261e-07,1.1826614517941944e-07,1.1881226098916168e-07,1.1830612171639509e-07,1.1877319643499211e-07,1.1769935672374329e-07,1.179043586081157e-07,1.204746554089014e-07,1.197711576404921e-07,1.1891141185513293e-07,1.1920415162718345e-07,1.183364472581938e-07,1.1816381265382901e-07,1.655814143629299e-07,1.6487540256495282e-07,1.65301061985665e-07,1.642745573604094e-07,1.6464921132528713e-07,2.1360585174102188e-07,2.139180659982314e-07,2.1253603638162505e-07,2.1259649244567776e-07,2.019712345273606e-07,2.0064289629900297e-07,2.0120702931882387e-07,3.0497999837588486e-07,LC_V24_H3p5_T8,3.0497999837588486e-07
23,leg,2.7439370039329375e-08,9.519262387341523e-09,9.542238976953167e-09,9.496265526597708e-09,9.520224782450922e-09,9.492941087569598e-09,1.4098075641045398e-08,1.4033290253430197e-08,1.4567639003677072e-08,1.4125477119091687e-08,1.4053567207433224e-08,1.4357533653591553e-08,1.4184433196560534e-08,1.049841233987066e-08,1.0419030259869098e-08,1.096780843438055e-08,1.066428291858567e-08,1.0434873642537457e-08,1.0742963000611277e-08,1.0567495540501288e-08,1.0768613859598098e-08,1.0719917755429832e-08,1.1095276487497509e-08,1.0878461194229495e-08,1.11746990639175e-08,1.0810794465692655e-08,1.116788467967715e-08,1.0946933570446667e-08,1.8454496789569382e-08,1.8373518573487867e-08,1.8913466476456647e-08,1.8605758225972413e-08,1.900155090412445e-08,1.8977542149092154e-08,1.8662967148874467e-08,5.07383848474823e-08,5.1407532659148555e-08,5.0948900055382935e-08,5.149674404756688e-08,5.142030104097803e-08,5.1931299010852765e-08,5.123824990933509e-08,8.227920886400565e-08,8.285695607292383e-08,8.239532335300255e-08,8.28787155748434e-08,8.267571242327485e-08,8.310343819366793e-08,8.243261992974445e-08,8.266275390239985e-08,7.98464589863841e-08,7.96523996454056e-08,7.934178949027397e-08,7.957074928118412e-08,7.900157660761312e-08,7.905010177814804e-08,1.0270668024275267e-07,1.0237948168930586e-07,1.0293132077502487e-07,1.0237572394967951e-07,1.0283632292051324e-07,1.3089668451066963e-07,1.3137014965811842e-07,1.3077580291379127e-07,1.3111921605684053e-07,1.2437350693821422e-07,1.2382422650898526e-07,1.243999871014205e-07,1.9346964338392393e-07,LC_V24_H3p5_T8,1.9346964338392393e-07
26,leg,4.6605562304252296e-08,1.299389892737087e-08,1.2910985383111138e-08,1.3020918354675605e-08,1.293396359607149e-08,1.3108123112035194e-08,1.416105301321792e-08,1.4052755481790539e-08,1.4900039961730167e-08,1.4235392323332501e-08,1.4109535346041486e-08,1.4645653265056815e-08,1.436229140618849e-08,1.0461248028986945e-08,1.033878619007924e-08,1.114012796701826e-08,1.0722356084135567e-08,1.0366857593619852e-08,1.085797946034827e-08,1.058870889922241e-08,8.870062336051842e-09,8.819355088505834e-09,9.275534347036633e-09,9.017806026652568e-09,9.46512368822092e-09,8.949963802648102e-09,9.518575515543216e-09,9.178567955765433e-09,2.3120200233102854e-08,2.298601802655606e-08,2.3703910694991102e-08,2.3244915306887184e-08,2.3787847045003905e-08,2.368907456242753e-08,2.3161228921085436e-08,6.426591885204057e-08,6.491266641221161e-08,6.432211068211365e-08,6.488598810819137e-08,6.47348223874571e-08,6.533526958155697e-08,6.450197245499872e-08,1.0691293787658047e-07,1.0805974100528638e-07,1.0717816891860115e-07,1.0817768340563106e-07,1.0781805881638694e-07,1.08651233924334e-07,1.0731348436796892e-07,1.078280883327053e-07,9.372386868398151e-08,9.337237877274789e-08,9.271880268449648e-08,9.32302359931249e-08,9.186261465402502e-08,9.212049130461412e-08,1.288425019297528e-07,1.2773853397184693e-07,1.2863459509623335e-07,1.2702696349687836e-07,1.276259105883634e-07,1.622601430311537e-07,1.6365365940709264e-07,1.6150052670551914e-07,1.6212371551669007e-07,1.4257682871716096e-07,1.408647635435788e-07,1.4181780216105704e-07,2.0926786883601055e-07,LC_V24_H3p5_T8,2.0926786883601055e-07
27,leg,3.5494757260224456e-08,1.0332996559471467e-08,1.0265023511918882e-08,1.0344198770033073e-08,1.0276054997099236e-08,1.0397795950070277e-08,1.0442826098590802e-08,1.0363143948588367e-08,1.0992670735321706e-08,1.0502803914668566e-08,1.0410638804177557e-08,1.081162293242829e-08,1.0601129310030129e-08,6.80770682058728e-09,6.723349088241621e-09,7.307575310117319e-09,6.9928676384073476e-09,6.744132342560082e-09,7.0788428651280295e-09,6.89035869310769e-09,6.35707588966691e-09,6.321742609954135e-09,6.67125833448572e-09,6.4838789460293385e-09,6.802377728139781e-09,6.44862079890733e-09,6.8469450273298984e-09,6.616896203386638e-09,1.2256218071117782e-08,1.216165396125951e-08,1.2735806486075614e-08,1.2425616815238308e-08,1.2823591689499367e-08,1.2799025076406757e-08,1.249199641713728e-08,4.4086118408556204e-08,4.475186258865609e-08,4.427480946020942e-08,4.4824302745626946e-08,4.474488503426859e-08,4.522283552265167e-08,4.45629748680227e-08,7.627442447247914e-08,7.714043898539218e-08,7.653896260048405e-08,7.724301761383146e-08,7.706402234977037e-08,7.76310500801184e-08,7.681671260972194e-08,7.714217498353094e-08,6.167710193152651e-08,6.156975730496407e-08,6.125637205940617e-08,6.171540447766543e-08,6.095901960481681e-08,6.11291369625645e-08,8.066571418804923e-08,8.028919030651843e-08,8.108925223366001e-08,8.036898635141634e-08,8.096718160435721e-08,1.046622369809297e-07,1.059395176775394e-07,1.049399644163496e-07,1.0561278054993924e-07,9.525928322901231e-08,9.444090617919083e-08,9.534041907416578e-08,1.4211556788819302e-07,LC_V24_H3p5_T8,1.4211556788819302e-07
30,leg,3.5291808173354776e-08,1.200678556829827e-08,1.2044332770792862e-08,1.1987069994929076e-08,1.2022339205819024e-08,1.199569673358698e-08,1.8802566519509692e-08,1.8727346677244304e-08,1.9354359308551505e-08,1.885327929988239e-08,1.8763901735282392e-08,1.9160212202104846e-08,1.8947734339428247e-08,1.503361810270157e-08,1.4958884201151844e-08,1.5511906294562087e-08,1.5200760023894165e-08,1.4950457740932758e-08,1.5287541243598325e-08,1.5085244745405832e-08,1.4884369698707591e-08,1.4825682889461161e-08,1.5272412393995822e-08,1.503432679052665e-08,1.5412522640882334e-08,1.500863907314701e-08,1.5480453377074166e-08,1.5220131264093754e-08,3.089867593980448e-08,3.0816495028536505e-08,3.12453984459533e-08,3.093749563328912e-08,3.128312120978047e-08,3.124544229680205e-08,3.088858929581226e-08,7.71532736161722e-08,7.781826634731534e-08,7.725516722860273e-08,7.778281324748537e-08,7.753398082823253e-08,7.810659343521673e-08,7.719591341547736e-08,1.1962150605465368e-07,1.2023594250895798e-07,1.1961119511678924e-07,1.2010150330044804e-07,1.1964583103700828e-07,1.2012849098451524e-07,1.1914406396140946e-07,1.1940817373949166e-07,1.2124358630006063e-07,1.20509854790174e-07,1.196464028927732e-07,1.1982740801967983e-07,1.190629798397338e-07,1.1881455103873735e-07,1.6573357154656071e-07,1.6496486058156522e-07,1.6536709125990948e-07,1.6438604384578095e-07,1.6481794325058352e-07,2.1343706778523794e-07,2.1362677292480868e-07,2.122627417954211e-07,2.1234016677355186e-07,2.0186442671212683e-07,2.0050093174339952e-07,2.0115094492196392e-07,3.042013807937378e-07,LC_V24_H3p5_T8,3.042013807937378e-07
31,leg,2.7430734236219973e-08,9.627807425398616e-09,9.651256064080086e-09,9.604953089273883e-09,9.6298764862997e-09,9.602384658400788e-09,1.41090373815776e-08,1.404648233952869e-08,1.4559473254999936e-08,1.4135193122038243e-08,1.4066355151264109e-08,1.4359581723001127e-08,1.419304639023096e-08,1.0523449296927668e-08,1.0447313725060585e-08,1.0976881599381926e-08,1.0683614453759554e-08,1.0461661069378317e-08,1.0760287544701738e-08,1.058827852099453e-08,1.0925882336873525e-08,1.0879491274054528e-08,1.1239205122399556e-08,1.1032784647385918e-08,1.1311882589677786e-08,1.0971901830721317e-08,1.1302466857790516e-08,1.109679312048714e-08,1.8620648399210488e-08,1.853911732585836e-08,1.9096803216378073e-08,1.878279924967739e-08,1.918616692816371e-08,1.9161970749801102e-08,1.8847254862594453e-08,5.166043673577207e-08,5.226970028185323e-08,5.182208040046294e-08,5.2315908568144425e-08,5.2218039179067166e-08,5.265418885000467e-08,5.2031182807480925e-08,8.352618253597258e-08,8.412029907947013e-08,8.365117097770148e-08,8.414249358255434e-08,8.393385519069617e-08,8.434566823044408e-08,8.367676277790419e-08,8.389173834048379e-08,8.114564599695878e-08,8.096361147960595e-08,8.065286923118992e-08,8.090777127127707e-08,8.03003142510885e-08,8.0357657585533e-08,1.0421932315867427e-07,1.0393645084338807e-07,1.0444114612098901e-07,1.0395261921625953e-07,1.0437395737744485e-07,1.3270797457548812e-07,1.3314681914959647e-07,1.3259984927372194e-07,1.329330606120263e-07,1.2637155931441654e-07,1.258179548611565e-07,1.2635804280121523e-07,1.9654434418250994e-07,LC_V24_H3p5_T8,1.9654434418250994e-07
69,brace,1.0969025041285552e-08,6.140608421793365e-10,6.068886774989744e-10,6.343971555888208e-10,6.16441713165921e-10,8.694265598280423e-10,1.109457563902788e-09,1.1014551824728377e-09,1.1991856287550442e-09,1.1140361798139747e-09,1.099399326750748e-09,1.6851589862585418e-09,1.430220430235503e-09,1.6664073340171449e-09,1.6504883432807985e-09,2.050182580660769e-09,1.9612169172914805e-09,1.7133841706842263e-09,2.80973900219084e-09,2.4684214954648157e-09,2.903638734824155e-09,2.87018341260644e-09,3.3799296857043187e-09,3.2388654632609226e-09,4.675808788481925e-09,3.821057780474259e-09,6.067292389744403e-09,5.278809395384215e-09,9.190434221789444e-09,9.148691786520146e-09,1.0371102692958897e-08,1.017728112848816e-08,1.2188476022028777e-08,1.4066981204874488e-08,1.2887379100068802e-08,1.297424413816843e-08,1.3107641977157607e-08,1.2985813960424683e-08,1.4313048949011033e-08,1.6186807562872504e-08,1.9894547338148167e-08,1.790208106907607e-08,1.754175858075959e-08,1.7744570698177445e-08,1.7571333215777335e-08,1.790757605540437e-08,1.8699209851390543e-08,2.260716085363737e-08,2.046757651922555e-08,2.4651907912691138e-08,2.131783086436943e-08,2.1245411604924198e-08,2.206836218274756e-08,2.5861718782807478e-08,2.3547192737771266e-08,2.7677130623855104e-08,3.374891650327872e-08,3.371498276682736e-08,3.7602799889300045e-08,3.969733914186104e-08,4.5767445108589e-08,4.394690060609035e-08,4.59450383708462e-08,4.784793485215969e-08,5.401848607904895e-08,4.463523938393033e-08,4.6841548590126715e-08,5.302327435821365e-08,6.487072838497169e-08,LC_V24_H3p5_T8,6.487072838497169e-08
70,brace,7.612594708014419e-09,1.5061835371424716e-09,1.5052784181312782e-09,1.5113281538497586e-09,1.5033355829620197e-09,1.537218912552455e-09,2.6739272735630934e-09,2.6615468362974454e-09,2.7463308424321513e-09,2.673452017357313e-09,2.6591701944938992e-09,2.712645630554974e-09,2.678872935481264e-09,2.8062417903179744e-09,2.7929874227280573e-09,2.8928934644998042e-09,2.8331441953614785e-09,2.7765451003073456e-09,2.8673019539621124e-09,2.8116139662830135e-09,4.275539149705135e-09,4.26288932989705e-09,4.4343414313499804e-09,4.379918997296448e-09,4.716320355604091e-09,4.4143641986500166e-09,5.3494331172411194e-09,4.736050577298211e-09,1.1253973358563697e-08,1.123008800435353e-08,1.1455931745095212e-08,1.1370776119085424e-08,1.1848946252047602e-08,1.2367259473077135e-08,1.1817096448075317e-08,1.805943656034382e-08,1.8207037423552215e-08,1.8098421563289354e-08,1.8404099434651426e-08,1.8549012567104377e-08,1.923619374607453e-08,1.8683788769271335e-08,2.407913844333716e-08,2.424461460251797e-08,2.4180562765421967e-08,2.4480175950178973e-08,2.46960781256523e-08,2.5357007270171735e-08,2.4843064506233195e-08,2.5548084115511625e-08,2.624804647914248e-08,2.6257595984171376e-08,2.6252655161519018e-08,2.6568482480824607e-08,2.605179961601826e-08,2.6607920426003346e-08,4.0698552245783056e-08,4.065714499517905e-08,4.125096721628163e-08,4.127721991385613e-08,4.267451658715595e-08,5.13421855185264e-08,5.176977546498132e-08,5.154203116919121e-08,5.27759126151797e-08,4.988258859094768e-08,4.971554515135133e-08,5.081232780367358e-08,6.652434010423999e-08,LC_V24_H3p5_T8,6.652434010423999e-08
