point_id,member_id,end,D,t,z,zone,propset,environment,category,not_assessable,not_assessable_reason,sn_curve,D_life,D_life_seed_std,D_life_min,D_life_max,life_years,worst_theta_deg,n_bins_used
106,54,1,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,3.94727274177672e-05,4.667437474911111e-06,2.054341720796225e-05,7.386713976767496e-05,633348.684913705,202.5,69
107,54,2,0.8,0.02,-8.922,submerged,1,seawater_cp,B1,False,,B1,3.165721754185807e-05,2.981387314195052e-06,1.5388658067263268e-05,5.349719056212997e-05,789709.3282738539,225.0,69
108,55,1,0.8,0.02,-24.614,submerged,1,seawater_cp,B1,False,,B1,7.864164592399541e-05,7.401832364028106e-06,3.992315693838109e-05,0.00013364106550776145,317897.7208101886,22.5,69
109,55,2,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,8.886640692654424e-05,9.688178207760724e-06,4.7315771338775875e-05,0.00016187086489352566,281321.15232997615,180.0,69
110,56,1,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,2.9641396658717777e-05,3.0705801276340595e-06,1.2410213179393734e-05,5.091105186833677e-05,843415.0484824505,157.5,69
111,56,2,0.8,0.02,-8.922,submerged,1,seawater_cp,B1,False,,B1,3.961414930842066e-05,4.3803640843467255e-06,2.2589960307785962e-05,7.320631362160207e-05,631087.6400590994,135.0,69
112,57,1,0.8,0.02,-24.614,submerged,1,seawater_cp,B1,False,,B1,8.592946154582879e-05,7.415346754631256e-06,4.348642973706956e-05,0.00013729185927545138,290936.30461848923,202.5,69
113,57,2,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,9.015607298601938e-05,8.526505341223678e-06,4.457279031740897e-05,0.00015084093659759198,277296.90493370075,180.0,69
114,58,1,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,3.375760997113099e-05,3.3994959626413193e-06,1.517483759482289e-05,5.740980413989732e-05,740573.7557066283,157.5,69
115,58,2,0.8,0.02,-8.922,submerged,1,seawater_cp,B1,False,,B1,3.781587635936416e-05,3.7876081468451437e-06,1.9602810667009466e-05,6.471904573564205e-05,661097.9939331585,135.0,69
116,59,1,0.8,0.02,-24.614,submerged,1,seawater_cp,B1,False,,B1,9.067227125041352e-05,8.223469077985192e-06,4.7233713356583256e-05,0.0001498026380864399,275718.2505217766,157.5,69
117,59,2,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,7.33731853209013e-05,6.290595855987987e-06,3.5780396263864854e-05,0.000118245805789249,340723.9291937681,180.0,69
118,60,1,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,3.986510289193686e-05,4.18914084443466e-06,1.9258736114783238e-05,6.834561685174302e-05,627114.899659685,202.5,69
119,60,2,0.8,0.02,-8.922,submerged,1,seawater_cp,B1,False,,B1,3.652883315093181e-05,3.4234817534817797e-06,1.896249798546933e-05,6.203374748756981e-05,684390.8727306905,225.0,69
120,61,1,0.8,0.02,-24.614,submerged,1,seawater_cp,B1,False,,B1,0.0002155227420569581,1.8973355483771044e-05,0.0001053885094911584,0.00035610988068793037,115997.03939082693,337.5,69
121,61,2,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,0.0003424824442278319,3.0207530528626216e-05,0.00016662860804770864,0.0005649815106979855,72996.44236178449,157.5,69
122,62,1,0.8,0.02,-16.371,submerged,1,seawater_cp,B1,False,,B1,0.00028233213489776965,2.4476249100600987e-05,0.00014817179430768224,0.0004737257279081634,88548.19168583948,157.5,69
