member_id,zone,LC_V26_H3p5_T8,LC_V2_H0p5_T5,LC_V2_H0p5_T6,LC_V2_H1p0_T7,LC_V2_H1p0_T8,LC_V2_H1p5_T8,LC_V4_H0p5_T5,LC_V4_H0p5_T6,LC_V4_H1p0_T5,LC_V4_H1p0_T7,LC_V4_H1p0_T8,LC_V4_H1p5_T7,LC_V4_H1p5_T8,LC_V6_H0p5_T5,LC_V6_H0p5_T6,LC_V6_H1p0_T5,LC_V6_H1p0_T6,LC_V6_H1p0_T8,LC_V6_H1p5_T7,LC_V6_H1p5_T8,LC_V8_H0p5_T5,LC_V8_H0p5_T6,LC_V8_H1p0_T5,LC_V8_H1p0_T6,LC_V8_H1p5_T6,LC_V8_H1p5_T8,LC_V8_H2p0_T7,LC_V8_H2p0_T8,LC_V10_H0p5_T5,LC_V10_H0p5_T6,LC_V10_H1p0_T5,LC_V10_H1p0_T6,LC_V10_H1p5_T6,LC_V10_H2p0_T7,LC_V10_H2p0_T8,LC_V12_H0p5_T5,LC_V12_H1p0_T5,LC_V12_H1p0_T6,LC_V12_H1p5_T6,LC_V12_H2p0_T7,LC_V12_H2p5_T7,LC_V12_H2p5_T8,LC_V14_H0p5_T5,LC_V14_H1p0_T5,LC_V14_H1p0_T6,LC_V14_H1p5_T6,LC_V14_H2p0_T7,LC_V14_H2p5_T7,LC_V14_H2p5_T8,LC_V14_H3p0_T8,LC_V16_H1p0_T5,LC_V16_H1p5_T6,LC_V16_H2p0_T7,LC_V16_H2p5_T7,LC_V16_H2p5_T8,LC_V16_H3p0_T8,LC_V18_H1p5_T6,LC_V18_H2p0_T7,LC_V18_H2p5_T7,LC_V18_H3p0_T8,LC_V18_H3p5_T8,LC_V20_H2p0_T7,LC_V20_H2p5_T7,LC_V20_H3p0_T8,LC_V20_H3p5_T8,LC_V22_H2p5_T7,LC_V22_H3p0_T8,LC_V22_H3p5_T8,LC_V24_H3p5_T8,worst_bin,worst_bin_damage
41,submerged,2.522673712399859e-12,6.222141135365928e-14,6.240994847129929e-14,6.629227114769284e-14,6.788738419921071e-14,8.109504721809088e-14,2.305230482220859e-13,2.300285911067969e-13,2.440509336645854e-13,2.460319910103235e-13,2.513879018559557e-13,2.7654475331972795e-13,2.8953751442102966e-13,8.595659758019652e-13,8.586928055682137e-13,8.743155920058338e-13,8.734603458445427e-13,8.855463175491794e-13,9.284366965062225e-13,9.526591715405643e-13,2.8440580873013418e-12,2.8402996397808513e-12,2.8675432586897048e-12,2.8685082133407698e-12,2.9519818320098144e-12,3.0614789362462335e-12,3.185106096254166e-12,3.3331849079464525e-12,2.6724003788603784e-11,2.665447799893935e-11,2.653514852012704e-11,2.6418335431010768e-11,2.638568573807096e-11,2.6583659898747564e-11,2.682074912703644e-11,5.135612098190188e-11,5.098435817838856e-11,5.081935148714403e-11,5.068662158827549e-11,5.130154033770629e-11,5.220571128283389e-11,5.372167886321084e-11,7.153414741019467e-11,7.087701564804075e-11,7.050239169374154e-11,7.007077154957404e-11,7.003360717205855e-11,7.065153096518328e-11,7.18662735886885e-11,7.38024803077755e-11,1.0509802928642262e-10,1.0343280619107887e-10,1.0307922064468974e-10,1.0280037325118475e-10,1.0441231159367785e-10,1.0638132600969426e-10,2.139954478177118e-10,2.1139235964315648e-10,2.1063788087646398e-10,2.139148735699952e-10,2.1692059359074767e-10,3.299096592207689e-10,3.268125856000385e-10,3.269760307708337e-10,3.294271642520389e-10,3.4435510234594024e-10,3.4711663845548884e-10,3.5011861798765127e-10,5.567242811454059e-10,LC_V24_H3p5_T8,5.567242811454059e-10
42,submerged,6.7648693858457265e-12,9.881102975559243e-13,9.931455637301708e-13,1.0211157444648456e-12,1.0204685633425761e-12,1.0857971102097835e-12,1.762874530084457e-12,1.7544072563372173e-12,1.9278070515100824e-12,1.8485355171569864e-12,1.8239975223964612e-12,2.0477224229546225e-12,1.9937213989140937e-12,2.5939083059404497e-12,2.5744578942278565e-12,2.819271459719753e-12,2.7470405788709863e-12,2.64305551773494e-12,2.9687110275741234e-12,2.8772122749780314e-12,4.9640701583613036e-12,4.9525017569411475e-12,5.2399640133760256e-12,5.183932493813456e-12,5.617349031632491e-12,5.534393229818956e-12,6.169298712952427e-12,6.137327193760157e-12,4.833553534319316e-11,4.825429286860105e-11,4.8782867092040024e-11,4.857097195961178e-11,4.9697307977150076e-11,5.092287865131072e-11,5.0284842238920047e-11,1.0618623528673384e-10,1.0712959735335073e-10,1.0651362344875707e-10,1.0856869777036462e-10,1.1147348515480463e-10,1.1608709668951614e-10,1.1595196901055275e-10,1.7197569326586143e-10,1.725302220898791e-10,1.7171926568779213e-10,1.735885169506124e-10,1.756369072917752e-10,1.8089886293339801e-10,1.792248199069194e-10,1.8635441575569554e-10,2.2027028571423449e-10,2.1784964676412424e-10,2.1790131720896826e-10,2.2322822917203588e-10,2.2334407447136061e-10,2.29878104510067e-10,4.238993533911468e-10,4.2313363124609895e-10,4.2861586762282367e-10,4.3293602994364196e-10,4.454343547329853e-10,6.036957977336936e-10,6.075172415503111e-10,6.103814405920549e-10,6.224354371468159e-10,5.843783902299647e-10,5.921683611905297e-10,6.028927053010564e-10,9.134738224423799e-10,LC_V24_H3p5_T8,9.134738224423799e-10
43,submerged,2.8723444292723693e-12,4.4734288818761996e-14,4.436325710822024e-14,4.9917703283487554e-14,5.1624462295101956e-14,6.699296729699888e-14,1.8388250338613141e-13,1.8314067989699952e-13,1.9526710244245478e-13,1.950146984740927e-13,1.9944042648490103e-13,2.2004663194300017e-13,2.3439401767343566e-13,8.88632225555178e-13,8.878238204656192e-13,9.061389085072228e-13,9.071050034590516e-13,9.284345884942706e-13,9.784499522254407e-13,1.0138548895643083e-12,2.761637277368201e-12,2.7608983879376653e-12,2.8023317285570382e-12,2.8077631755731566e-12,2.914072529381048e-12,3.090095772102122e-12,3.2112782671640856e-12,3.4110578230850217e-12,3.505865073470773e-11,3.498212268654745e-11,3.474176722476799e-11,3.4593183982396514e-11,3.4476078947979863e-11,3.501256337812005e-11,3.5719536990085754e-11,5.427096568544101e-11,5.387059901054905e-11,5.3714959403133885e-11,5.352161489749184e-11,5.4045645516609264e-11,5.4878470090761925e-11,5.6059399402896994e-11,7.002779652700557e-11,6.93946631183466e-11,6.912988637140153e-11,6.868644580199795e-11,6.89604792952409e-11,6.974803370931071e-11,7.138779561301209e-11,7.358809222001872e-11,8.818576532459798e-11,8.627114103444619e-11,8.537031967166769e-11,8.553441258109527e-11,8.629506772454579e-11,8.790820387969178e-11,2.0671064163257777e-10,2.0456196231613512e-10,2.0396579860628592e-10,2.0828980878047554e-10,2.112302890643656e-10,2.959810219327707e-10,2.9413248134978157e-10,2.965375765300551e-10,2.9975512999727824e-10,2.7642965535303894e-10,2.792924919833582e-10,2.81622460023449e-10,4.430242356383702e-10,LC_V24_H3p5_T8,4.430242356383702e-10
44,submerged,7.95773972180832e-12,7.743223743444827e-13,7.774154837207795e-13,8.202813078288608e-13,8.173439714530726e-13,9.010104534572007e-13,1.586513335924998e-12,1.5766763658050658e-12,1.7506885255193154e-12,1.6716426957051806e-12,1.6489545735363905e-12,1.871342025976996e-12,1.819868437358926e-12,2.8728261087970874e-12,2.86727016230088e-12,3.0981172186185675e-12,3.0556108552246644e-12,2.956198888293861e-12,3.304411053872526e-12,3.213387691714524e-12,4.828572510929671e-12,4.823081659404707e-12,5.128255634553662e-12,5.0872863053909575e-12,5.5979467143698164e-12,5.586822254150802e-12,6.343820888093895e-12,6.402474081312038e-12,6.892288652118794e-11,6.856922395980347e-11,6.971883701449476e-11,6.894541049069338e-11,7.036919778975435e-11,7.197097293635423e-11,7.13971716166017e-11,1.1357733371379929e-10,1.1387766715563317e-10,1.1341524780612793e-10,1.149138262674689e-10,1.1737743628445964e-10,1.2178278254662794e-10,1.2137341659630765e-10,1.7039443014073737e-10,1.7176308021847973e-10,1.7130233350766666e-10,1.7392175614027803e-10,1.7699436813252492e-10,1.8307918304452416e-10,1.8154817844106597e-10,1.8930263232179032e-10,1.864931842669563e-10,1.8464966486328913e-10,1.8460084191417137e-10,1.8800175086944917e-10,1.864243088548434e-10,1.9234739454918723e-10,4.147366430503169e-10,4.1066035299874584e-10,4.1343543520446825e-10,4.1765463555503935e-10,4.281284938921779e-10,5.414438532962561e-10,5.443605035466754e-10,5.460078992434138e-10,5.565317146578042e-10,4.309996646977425e-10,4.359678071350857e-10,4.4723194493655147e-10,6.648304470742654e-10,LC_V24_H3p5_T8,6.648304470742654e-10
45,submerged,3.1066580215613615e-11,2.1567138952903203e-13,2.1923155502414234e-13,3.9338603289911267e-13,4.03126066908631e-13,8.83422063135476e-13,7.406717281356476e-13,7.462918711106622e-13,1.0970122870034393e-12,1.1404436235133222e-12,1.1570103197857454e-12,2.070860546982238e-12,2.130624545135593e-12,3.74755908787606e-12,3.780106904990009e-12,4.5235109743784054e-12,4.6203801602227405e-12,4.72925331084507e-12,6.607442483633968e-12,6.695322232924494e-12,5.494329618164845e-12,5.5321490009622395e-12,6.5863110033532535e-12,6.723683806024057e-12,9.011212163073879e-12,9.471709702581747e-12,1.3652556261424334e-11,1.400341255227371e-11,2.1296546407222805e-10,2.1238237906352399e-10,2.1948937906314947e-10,2.1808559813739e-10,2.307845333474938e-10,2.49032268774915e-10,2.4640084730522673e-10,2.941927536623432e-10,3.009521863305234e-10,2.9850401018505517e-10,3.143585784112229e-10,3.3784846713699254e-10,3.7648826893378364e-10,3.7269149329397667e-10,4.124826480396792e-10,4.1869403251754254e-10,4.174105902436508e-10,4.337705719957112e-10,4.61028970960981e-10,5.039484382722346e-10,5.034651708095299e-10,5.655368983595156e-10,4.695321009184865e-10,4.801595524342078e-10,5.048036400180579e-10,5.506660111876026e-10,5.451514625990843e-10,6.098825104610252e-10,1.110211577714713e-09,1.1475320247164475e-09,1.2135001199977847e-09,1.2951192482575386e-09,1.4181673879099121e-09,1.3970501506387159e-09,1.4674706592413093e-09,1.5557692320658633e-09,1.6895533426144636e-09,1.1590547919416726e-09,1.2346468190614217e-09,1.356659575111811e-09,1.7474701015518402e-09,LC_V24_H3p5_T8,1.7474701015518402e-09
46,submerged,2.7126239313221075e-11,2.358988069254604e-13,2.4059861394104774e-13,3.9819870268217935e-13,4.0852451806045175e-13,8.356511412951752e-13,8.71028329141604e-13,8.763082982959197e-13,1.2500724741021311e-12,1.292048480955687e-12,1.3053674019563278e-12,2.2441662613715095e-12,2.282868411892595e-12,3.846155711286587e-12,3.87155867373326e-12,4.661308243076609e-12,4.739222190504626e-12,4.80286944726781e-12,6.6680978719985455e-12,6.734367934715815e-12,5.350435822213168e-12,5.3858670118835075e-12,6.4237513908592685e-12,6.541211112365836e-12,8.833188401691226e-12,9.330647729494709e-12,1.340257968585827e-11,1.374744342558881e-11,1.9222155189781075e-10,1.9142795969536692e-10,1.9877097880579074e-10,1.9724200111370083e-10,2.0969069773229486e-10,2.2712505627792916e-10,2.2425097024671807e-10,2.848026737787557e-10,2.9202445015220786e-10,2.8944257935504107e-10,3.052214720309574e-10,3.272859113224304e-10,3.652638240311234e-10,3.5980219557288e-10,4.4091648606943505e-10,4.498171974472933e-10,4.48257986117064e-10,4.680515524188345e-10,4.964632015840346e-10,5.404465057443613e-10,5.361561467773861e-10,5.966788877988932e-10,5.190656368466083e-10,5.305549996425269e-10,5.54629206778935e-10,5.977919558570401e-10,5.890716489503133e-10,6.487961005938673e-10,1.123483145723022e-09,1.1597226318749096e-09,1.2262554791674371e-09,1.3146109963108545e-09,1.4362402213604612e-09,1.4179747385279139e-09,1.490726041008572e-09,1.579505569721666e-09,1.7125523477121387e-09,1.2617447910671185e-09,1.338274664985357e-09,1.4582544303449483e-09,1.8595221156024226e-09,LC_V24_H3p5_T8,1.8595221156024226e-09
47,submerged,2.962052637496163e-11,2.0615598632852528e-13,2.1109859666487452e-13,3.719990054928509e-13,3.8613525144693896e-13,8.456334007149172e-13,8.141474493180336e-13,8.208696868007759e-13,1.1864661759680108e-12,1.2416632739894978e-12,1.2649753763804468e-12,2.2261335923704305e-12,2.2955258867600175e-12,3.844500807487005e-12,3.875035484876631e-12,4.669303480347904e-12,4.76585320324258e-12,4.863296736367968e-12,6.830113457974414e-12,6.9350874803361e-12,6.186705957500893e-12,6.228620776438421e-12,7.353524298495e-12,7.50809815272486e-12,9.985892283138487e-12,1.0557217054641014e-11,1.5083804676010667e-11,1.5497095784817435e-11,2.033262263835904e-10,2.0265376639014264e-10,2.1013094073804167e-10,2.0867176928924052e-10,2.217076995367537e-10,2.4106560281612106e-10,2.3864821724747646e-10,2.9666216472030347e-10,3.0369013229726494e-10,3.0146958417592096e-10,3.177103133647104e-10,3.427165785099716e-10,3.839984594163661e-10,3.800070527980877e-10,4.4891442050172547e-10,4.5680565863354204e-10,4.555994330069822e-10,4.752330820660033e-10,5.068523202200917e-10,5.540035347270877e-10,5.518805077835487e-10,6.183395879854908e-10,5.31462182921133e-10,5.435419235357553e-10,5.6989955566907e-10,6.186633597026918e-10,6.117681152924345e-10,6.794252828334266e-10,1.170547583233535e-09,1.213734276247955e-09,1.281466125947098e-09,1.374669971369927e-09,1.5073188558390057e-09,1.4812046012930967e-09,1.5564482616814318e-09,1.6515120764830114e-09,1.7888912958155038e-09,1.3440123811168515e-09,1.4224372859345076e-09,1.5493260680890992e-09,1.9773574234013265e-09,LC_V24_H3p5_T8,1.9773574234013265e-09
48,submerged,3.3697786864102516e-11,2.5119324291564433e-13,2.543260836209367e-13,4.33303771905926e-13,4.3832196249619597e-13,9.147386723596593e-13,7.378358099639645e-13,7.412880881629668e-13,1.0835328710927312e-12,1.1064673513030963e-12,1.114979664537288e-12,1.9823984387345978e-12,2.019241527736137e-12,3.5836105417285455e-12,3.6079798767566643e-12,4.355366739136249e-12,4.4349047121958826e-12,4.501373478323742e-12,6.3452905020607595e-12,6.371415096288053e-12,4.436376220930881e-12,4.479536594402615e-12,5.447456377834632e-12,5.5632457503905925e-12,7.66074435104847e-12,8.005576470810138e-12,1.184502602677731e-11,1.2161752795202477e-11,2.0025283029320236e-10,1.9971065281756052e-10,2.0634511556627755e-10,2.0498122376894587e-10,2.1696518888177993e-10,2.34169243198368e-10,2.3127686197270158e-10,2.798210750410522e-10,2.866795144788817e-10,2.8401418520656366e-10,2.9934210965017386e-10,3.2233714884339354e-10,3.5996212611601773e-10,3.554488193164785e-10,3.984138207074381e-10,4.044419994571233e-10,4.0322284205308396e-10,4.194253771994348e-10,4.4604824073775504e-10,4.878075643141338e-10,4.862255102703086e-10,5.462762172610132e-10,4.54394682579039e-10,4.645153474228458e-10,4.893919415322359e-10,5.362808666277426e-10,5.30058798331601e-10,5.943583564137057e-10,1.0586546281780228e-09,1.0925309067338299e-09,1.158760194012375e-09,1.2383809755161968e-09,1.3602226774862124e-09,1.3332336543998875e-09,1.4041773372765493e-09,1.488285974084017e-09,1.6245486087036992e-09,1.0782460720384641e-09,1.1478349473272606e-09,1.2658581693073786e-09,1.6264403788109858e-09,LC_V24_H3p5_T8,1.6264403788109858e-09
49,submerged,2.957604451135532e-11,2.4600227307948075e-13,2.49762887025843e-13,4.1981316792661765e-13,4.2914949223939004e-13,9.112912355794635e-13,9.036394635064211e-13,9.011219402378188e-13,1.3000888486169107e-12,1.3320945047790669e-12,1.3499850901397179e-12,2.310992533595078e-12,2.3647515137754593e-12,3.6402813775846986e-12,3.646495760492579e-12,4.522763345440602e-12,4.5876985648247236e-12,4.6097733905521725e-12,6.6925044016903716e-12,6.699487887112706e-12,5.321238046807697e-12,5.306127871430212e-12,6.369653792436898e-12,6.411085219647369e-12,8.682037728357226e-12,8.742690405143828e-12,1.2952933878611657e-11,1.2964528047701221e-11,1.5749445932364314e-10,1.572228439308288e-10,1.6157502248527865e-10,1.6122749723631769e-10,1.711986394393174e-10,1.8807898991294706e-10,1.8575257012922273e-10,2.4356988914951936e-10,2.5102306458045806e-10,2.4917908372227196e-10,2.645175898373254e-10,2.8779639748456094e-10,3.2483129424953577e-10,3.2238728594669737e-10,3.6062202632618535e-10,3.6755040317793693e-10,3.653314341094105e-10,3.816540515721648e-10,4.0608208296281854e-10,4.471354012156143e-10,4.445629825232613e-10,5.032719233229297e-10,4.4892452763091906e-10,4.622291598579195e-10,4.89107981807841e-10,5.373328363811394e-10,5.343358240957663e-10,5.989214951037469e-10,9.686442705074146e-10,1.0020147163808475e-09,1.0677162956509581e-09,1.1469018302824831e-09,1.2706111791318923e-09,1.2741708590870055e-09,1.3481164280689668e-09,1.4347050356978977e-09,1.5747088098557193e-09,1.1722144817508059e-09,1.2656397762207425e-09,1.3857635704894384e-09,1.8704384230984937e-09,LC_V24_H3p5_T8,1.8704384230984937e-09
50,submerged,3.0444452493093005e-11,2.8561510339098305e-13,2.8749804596097014e-13,4.628446363082439e-13,4.666000250303128e-13,9.340109430575785e-13,8.667929035337602e-13,8.634758779109968e-13,1.2412036986990815e-12,1.239354415830677e-12,1.2407037731767781e-12,2.111530391053993e-12,2.1230854819106128e-12,3.460512499820363e-12,3.470114366189461e-12,4.3136677613803146e-12,4.3694126828543614e-12,4.349119904221723e-12,6.246641435158689e-12,6.203073620454519e-12,4.1037922858596075e-12,4.102167992127211e-12,5.0516097722271016e-12,5.103745746603295e-12,7.111357285678485e-12,7.077039528664111e-12,1.0758702478282514e-11,1.069655438850444e-11,1.5596369884108035e-10,1.5557377613707096e-10,1.5959715851057046e-10,1.589862904185269e-10,1.6823658270120303e-10,1.8296941784395675e-10,1.8042543935443748e-10,2.307841625341788e-10,2.370157101046139e-10,2.3522496862173714e-10,2.480322413988434e-10,2.684475693024333e-10,3.013715616199332e-10,2.99133463553622e-10,3.1900613651508026e-10,3.2639298108122824e-10,3.239449462529831e-10,3.3931945199413476e-10,3.616494394749942e-10,3.993962676885697e-10,3.9621761922574266e-10,4.486532107867931e-10,3.8697816023326914e-10,4.014924442286366e-10,4.2454022486193175e-10,4.694245996109734e-10,4.5865522734442675e-10,5.162091365059576e-10,8.884350001795115e-10,9.149411022074751e-10,9.747939693607451e-10,1.0346230616444707e-09,1.139295739472783e-09,1.1325333968243993e-09,1.1997766928814563e-09,1.2660904380669106e-09,1.3875831888095912e-09,9.350009191065702e-10,1.007214035657671e-09,1.1102982815451086e-09,1.4286560512912059e-09,LC_V24_H3p5_T8,1.4286560512912059e-09
51,submerged,3.0930558781691736e-11,2.448692492668622e-13,2.473719709676566e-13,4.263959951446944e-13,4.3527837994333394e-13,9.318492147047662e-13,8.568310666101151e-13,8.543922983886162e-13,1.2467124539996247e-12,1.2647696755691436e-12,1.2767722478286843e-12,2.215530003658415e-12,2.255026955314578e-12,3.6139954752461864e-12,3.6240954626480327e-12,4.512958056020922e-12,4.5782918945147745e-12,4.589544201770406e-12,6.654261701827419e-12,6.661861418817351e-12,5.0386098926082325e-12,5.041508403659845e-12,6.061911611185741e-12,6.124032897309183e-12,8.335312451691296e-12,8.39364128818588e-12,1.2438884495025312e-11,1.2385808464498677e-11,1.6550606874239536e-10,1.6511927196433524e-10,1.6950707187706427e-10,1.6897126536589953e-10,1.7901874452938506e-10,1.9580273551346362e-10,1.9350022735075297e-10,2.417350641334495e-10,2.4864299007934225e-10,2.465788712136796e-10,2.607197857015142e-10,2.830345796204436e-10,3.1930332995228194e-10,3.171309194653699e-10,3.28048093273609e-10,3.3556796290491554e-10,3.32917650728864e-10,3.4893096622776253e-10,3.723527769189919e-10,4.1232584425028435e-10,4.1021382125002757e-10,4.679650438732967e-10,3.9683627709496513e-10,4.119088014736068e-10,4.3708640237024265e-10,4.835354284894396e-10,4.749274272070798e-10,5.371950149706346e-10,9.181510545996074e-10,9.473418392736387e-10,1.0112084879794113e-09,1.0789791486974774e-09,1.195263167845831e-09,1.166171535483458e-09,1.2376730637039383e-09,1.31253312757844e-09,1.4472638520000611e-09,9.836072613373274e-10,1.0676622900033396e-09,1.1816213832514713e-09,1.5512668656618768e-09,LC_V24_H3p5_T8,1.5512668656618768e-09
52,submerged,2.98865178076256e-11,2.782491750148893e-13,2.8210186318855177e-13,4.518799445285779e-13,4.572446203649632e-13,9.270538374228098e-13,9.576476576522102e-13,9.54433484103267e-13,1.369095721172746e-12,1.3822041238221038e-12,1.3923218286207031e-12,2.373593981813404e-12,2.4049119906180965e-12,3.642342504706657e-12,3.6436051630569895e-12,4.541647468946229e-12,4.589089979659156e-12,4.5876396260209895e-12,6.667799497816615e-12,6.647437447516284e-12,4.686460212788132e-12,4.68188682825768e-12,5.768829390878168e-12,5.774400262880265e-12,7.961373016504467e-12,7.911658084498478e-12,1.2017078489627533e-11,1.1975565558439268e-11,1.4916416568318579e-10,1.4888846643510237e-10,1.5314951014994763e-10,1.529303179610833e-10,1.6287475758149983e-10,1.7923144249402866e-10,1.7667727129114363e-10,2.358573823841287e-10,2.4347780997686255e-10,2.4137629113263697e-10,2.565264644170188e-10,2.790963923758985e-10,3.155054341567396e-10,3.118532106350584e-10,3.544566384572971e-10,3.618840448011688e-10,3.592123567098442e-10,3.7574643668431246e-10,4.0073210202640527e-10,4.4235062209122255e-10,4.3817386755198976e-10,4.967188834742276e-10,4.4182292327580197e-10,4.5439432955310986e-10,4.805252665084708e-10,5.241542196129087e-10,5.214299224647555e-10,5.838409229787594e-10,9.375004266383957e-10,9.710019553888497e-10,1.036873890801628e-09,1.110764782743089e-09,1.2322864253227042e-09,1.2491488401424996e-09,1.3218281784475124e-09,1.4029389040685066e-09,1.539427836768153e-09,1.1248566864816515e-09,1.2131886457423794e-09,1.3337730599229852e-09,1.7995105055010622e-09,LC_V24_H3p5_T8,1.7995105055010622e-09
53,submerged,5.742349996080522e-12,6.073892098170534e-13,6.052821452723889e-13,6.127241620934862e-13,6.080574231123818e-13,6.343356892653263e-13,1.0007218090400308e-12,9.898688585805717e-13,1.076511406396872e-12,1.0273270654927548e-12,1.0265681114713899e-12,1.1773891291425001e-12,1.1778344356336893e-12,1.7052601959604625e-12,1.7031100863072143e-12,1.8372578914645876e-12,1.8267922711408432e-12,1.8024637649597802e-12,2.062839765761655e-12,2.040492285186756e-12,2.9553354150915152e-12,2.9558865912791034e-12,3.1098952530490265e-12,3.109114624950665e-12,3.446659322115345e-12,3.5466555598426593e-12,4.083029718047716e-12,4.1992123311163156e-12,3.207512489033865e-11,3.194439774440284e-11,3.282611795073905e-11,3.25747654989567e-11,3.3933766371375223e-11,3.550285871936981e-11,3.510565509822829e-11,6.8795337183958e-11,6.953752012854764e-11,6.93356743954354e-11,7.126722520134888e-11,7.436821922351893e-11,7.873627977873292e-11,7.792572519464602e-11,1.2022035536784795e-10,1.2148976506334278e-10,1.214761343275021e-10,1.2416606026191006e-10,1.2804116447132646e-10,1.3405325201429294e-10,1.322882266280302e-10,1.3980120011529633e-10,1.3791549945036031e-10,1.3715666432434996e-10,1.3842209613726196e-10,1.4205850611294836e-10,1.4071590872693873e-10,1.4668653339055704e-10,2.711613293749181e-10,2.6985950190345533e-10,2.73146734031715e-10,2.7805967777112456e-10,2.8971971391638516e-10,3.53846006288929e-10,3.565907997292112e-10,3.635838305185427e-10,3.770263501148879e-10,3.2915835987278574e-10,3.325550134068884e-10,3.4460784190487743e-10,4.773624746242693e-10,LC_V24_H3p5_T8,4.773624746242693e-10
54,submerged,3.850404832713096e-12,1.4682163493427546e-13,1.4753681066173992e-13,1.470383868849492e-13,1.4800183423122696e-13,1.6188631191326171e-13,3.3174989041883383e-13,3.300718487697781e-13,3.519343404465613e-13,3.4500696151460017e-13,3.438917383822332e-13,3.762115048765544e-13,3.7677760919430074e-13,6.729594342848154e-13,6.69151957913414e-13,6.820711841845334e-13,6.705717348928032e-13,6.580012042503712e-13,7.304997020636088e-13,7.596585821273622e-13,1.677623294642455e-12,1.672521485162757e-12,1.7089775192119774e-12,1.7107010127146093e-12,1.818231882505476e-12,1.8807958929176783e-12,2.177392099679368e-12,2.3173198199847037e-12,1.2701659149830099e-11,1.271144084691616e-11,1.2768140991408834e-11,1.2871052961404003e-11,1.3343679872895072e-11,1.4385159504103046e-11,1.4405755442699896e-11,2.2550948775936674e-11,2.2400658711236464e-11,2.236064086343944e-11,2.2360874264958285e-11,2.2727916386476422e-11,2.4355376448421127e-11,2.5190031281363832e-11,3.957660650876544e-11,3.9572862412495045e-11,3.9379969849264705e-11,3.940840377820943e-11,3.918729616166663e-11,3.957128833274865e-11,3.900363508483488e-11,3.9454424271713494e-11,5.791938733318564e-11,5.6112597862981837e-11,5.463524811974345e-11,5.4041956506829355e-11,5.3538926301858094e-11,5.322227233634207e-11,1.2028309853425294e-10,1.174639642014547e-10,1.1610166821995461e-10,1.1427929757221543e-10,1.1380224126702445e-10,1.8122442584652538e-10,1.7865814743718233e-10,1.7551091564993464e-10,1.7402956285467898e-10,1.7037679942675143e-10,1.672713296375875e-10,1.6590569168331912e-10,2.5712705623570266e-10,LC_V24_H3p5_T8,2.5712705623570266e-10
55,submerged,6.747813983597705e-12,6.002026556631556e-13,6.038854064632606e-13,6.208242417262303e-13,6.22355076098251e-13,6.722073345296988e-13,1.1057374151188765e-12,1.0978832770340036e-12,1.2029928372667277e-12,1.1512038176156908e-12,1.1455841516115888e-12,1.3260218573726668e-12,1.317450700401248e-12,1.8789603206601776e-12,1.8661331530887353e-12,1.9504198305926533e-12,1.9069673099367805e-12,1.8466515491500215e-12,2.109306741485762e-12,2.0911257768846193e-12,3.429047120544159e-12,3.4165600668842965e-12,3.519117569834695e-12,3.467899014419484e-12,3.587639588184882e-12,3.494326254675015e-12,3.8454676884076236e-12,3.87630058520071e-12,3.2080001104516126e-11,3.1904330581430874e-11,3.2555410990701704e-11,3.225043319003248e-11,3.3382696367941056e-11,3.483635928629777e-11,3.40980945710694e-11,5.988604789071829e-11,6.011468074920819e-11,5.9957472943588e-11,6.11478968023346e-11,6.362211770578883e-11,6.713432987168031e-11,6.737276911787272e-11,1.0753512537657297e-10,1.0808090233175253e-10,1.0720132829761229e-10,1.0787881209007166e-10,1.0716265106776196e-10,1.0827070028372243e-10,1.0604298450314217e-10,1.069537275318364e-10,1.3596721817621905e-10,1.3253545771042417e-10,1.2891428759542223e-10,1.272260426232984e-10,1.248837574541509e-10,1.237781743713787e-10,2.580069594371883e-10,2.5268513643382166e-10,2.504034708878417e-10,2.451783392246842e-10,2.4446085227336546e-10,3.689885016438871e-10,3.6375193134844106e-10,3.5504633176292255e-10,3.5243841283274926e-10,3.31841008165342e-10,3.2425835717554936e-10,3.2169342762494214e-10,4.995174343513639e-10,LC_V24_H3p5_T8,4.995174343513639e-10
