member_id,zone,LC_V26_H3p5_T8,LC_V2_H0p5_T5,LC_V2_H0p5_T6,LC_V2_H1p0_T7,LC_V2_H1p0_T8,LC_V2_H1p5_T8,LC_V4_H0p5_T5,LC_V4_H0p5_T6,LC_V4_H1p0_T5,LC_V4_H1p0_T7,LC_V4_H1p0_T8,LC_V4_H1p5_T7,LC_V4_H1p5_T8,LC_V6_H0p5_T5,LC_V6_H0p5_T6,LC_V6_H1p0_T5,LC_V6_H1p0_T6,LC_V6_H1p0_T8,LC_V6_H1p5_T7,LC_V6_H1p5_T8,LC_V8_H0p5_T5,LC_V8_H0p5_T6,LC_V8_H1p0_T5,LC_V8_H1p0_T6,LC_V8_H1p5_T6,LC_V8_H1p5_T8,LC_V8_H2p0_T7,LC_V8_H2p0_T8,LC_V10_H0p5_T5,LC_V10_H0p5_T6,LC_V10_H1p0_T5,LC_V10_H1p0_T6,LC_V10_H1p5_T6,LC_V10_H2p0_T7,LC_V10_H2p0_T8,LC_V12_H0p5_T5,LC_V12_H1p0_T5,LC_V12_H1p0_T6,LC_V12_H1p5_T6,LC_V12_H2p0_T7,LC_V12_H2p5_T7,LC_V12_H2p5_T8,LC_V14_H0p5_T5,LC_V14_H1p0_T5,LC_V14_H1p0_T6,LC_V14_H1p5_T6,LC_V14_H2p0_T7,LC_V14_H2p5_T7,LC_V14_H2p5_T8,LC_V14_H3p0_T8,LC_V16_H1p0_T5,LC_V16_H1p5_T6,LC_V16_H2p0_T7,LC_V16_H2p5_T7,LC_V16_H2p5_T8,LC_V16_H3p0_T8,LC_V18_H1p5_T6,LC_V18_H2p0_T7,LC_V18_H2p5_T7,LC_V18_H3p0_T8,LC_V18_H3p5_T8,LC_V20_H2p0_T7,LC_V20_H2p5_T7,LC_V20_H3p0_T8,LC_V20_H3p5_T8,LC_V22_H2p5_T7,LC_V22_H3p0_T8,LC_V22_H3p5_T8,LC_V24_H3p5_T8,worst_bin,worst_bin_contribution
11,submerged,4.532550642202e-06,3.8315629273044034e-07,6.671480785724076e-07,4.219505225321057e-07,8.491353266370297e-08,1.0627870841086394e-07,7.281088906323945e-07,5.697915579314606e-07,1.2455170204977e-07,1.042572580274747e-06,1.141888866464007e-07,2.642081697436478e-07,1.7936745823232773e-07,2.115864499278878e-06,9.214582049019175e-07,6.406805891436239e-07,3.0747575897180544e-06,1.6615362612618968e-07,1.2114698611721431e-06,3.335345939429823e-07,1.2236629158485757e-06,2.9416719695546623e-07,8.727769950149727e-07,1.947937683178046e-06,1.5677370193392888e-06,1.7606740935604068e-07,3.791758097109723e-07,2.304461179760358e-07,2.8479463434791064e-05,3.508789676992982e-06,3.1042723973099324e-05,3.827980742096993e-05,6.253888691307425e-05,1.8151410931235565e-05,5.3878937841692635e-06,2.745824534414119e-05,4.654690112303971e-05,4.221893959601097e-05,0.00011848324927310817,5.360635464413443e-05,1.1626103684108347e-05,1.3175232146931297e-05,1.9269099342182722e-05,3.5386796837792916e-05,2.999927929938919e-05,0.00013833144374846048,9.974447133872068e-05,3.2749686187477744e-05,2.0860424766782762e-05,1.6037043866791953e-05,1.2368299717763247e-05,5.8551982831087635e-05,0.00013324064987992832,5.156374775197847e-05,2.0627162220970947e-05,2.531398348074812e-05,4.0007650160199175e-05,0.0001952500936887931,0.00010134938705158158,5.167447316006429e-05,2.8233678306192792e-05,4.669566660210675e-05,0.00019488175428027842,6.775842441586802e-05,4.824192676710505e-05,2.8752130007366335e-05,3.0760177266862414e-05,8.938057503854135e-05,0.0001153038101460201,LC_V18_H2p0_T7,0.0001952500936887931
12,submerged,9.736414147814133e-07,1.956259440469953e-07,3.425054638790041e-07,2.016233656780573e-07,4.073207283839165e-08,4.5289904490717004e-08,3.220433800998524e-07,2.5177065239045733e-07,5.211142024975604e-08,4.32543873760058e-07,4.718552899812097e-08,9.839742523952779e-08,6.617121831212963e-08,5.90164424370479e-07,2.5665228307927777e-07,1.7482235534529263e-07,8.308685489920859e-07,4.40261344763159e-08,3.002567311960629e-07,8.117388080825623e-08,4.878911222663303e-07,1.1727929430329774e-07,3.235796407990748e-07,7.17246105770554e-07,5.193366051351422e-07,5.7486984207837174e-08,1.0876830554474998e-07,6.54261267558968e-08,5.070047109843003e-06,6.243503816992604e-07,5.5480497289735755e-06,6.815711035586328e-06,1.1123521140822736e-05,3.169601945991903e-06,9.306334060356551e-07,6.4400878345476586e-06,1.0894020225041291e-05,9.886988374568797e-06,2.747475217639231e-05,1.2181011255690559e-05,2.5680109077512984e-06,2.901041474534729e-06,5.041934233932039e-06,9.295738080695852e-06,7.852526374081614e-06,3.616148860911423e-05,2.5656494897322877e-05,8.263224397335454e-06,5.235910282657825e-06,3.912378766890559e-06,2.7292916806881103e-06,1.2820807517032665e-05,2.870465391532522e-05,1.0860596094670284e-05,4.330168703259074e-06,5.149062056787986e-06,8.046934981254283e-06,3.907819287928815e-05,2.0073527566083114e-05,1.0067940812154697e-05,5.380510031812672e-06,8.987174678901693e-06,3.716421965946898e-05,1.2761966822573412e-05,8.937102668802792e-06,5.6233168799661045e-06,5.881923998489929e-06,1.671065786035407e-05,2.2644777905638477e-05,LC_V18_H2p0_T7,3.907819287928815e-05
13,submerged,1.1148910839729699e-05,6.681708295999875e-07,1.190871189811191e-06,7.942765892661261e-07,1.6395076271017513e-07,2.3092810198880814e-07,2.1868409958381807e-06,1.7157439069770779e-06,3.895363277634778e-07,3.359568563246583e-06,3.6921694568825324e-07,9.373750282406921e-07,6.459386692694057e-07,7.2938163905917464e-06,3.2037889283922735e-06,2.26150555912099e-06,1.1088443181379588e-05,6.098052534929134e-07,4.68721267574635e-06,1.3100016831378743e-06,6.649294024347445e-06,1.592846029649749e-06,4.7140817426905685e-06,1.058534090473433e-05,8.591675791216288e-06,9.797166303093725e-07,2.156609492017063e-06,1.3455680080049391e-06,0.0001104144364162179,1.366378517916911e-05,0.00012054076035019641,0.0001500023954444218,0.00024791605452479667,7.429249900974127e-05,2.2346321388615173e-05,0.00011071828302602806,0.00018935319003521948,0.00017180893219658858,0.0004889985905653288,0.00022523572894079036,5.002530294542299e-05,5.720146745859005e-05,8.355006910586007e-05,0.0001527778734596506,0.00012932863702737134,0.0005973243568605138,0.00043343255666219283,0.00014373412198557332,9.211882773923931e-05,7.184751423754337e-05,6.176295712885097e-05,0.00029366788380571487,0.0006781721657522206,0.0002625088884077897,0.00010685243446040865,0.0001319725357479971,0.0001784039743424268,0.0008929601201082859,0.0004691753707819875,0.00024752907575258955,0.00013832184849183943,0.00021987549209909936,0.0009215922764425248,0.00033082328296834597,0.00023891510123433529,0.0001806365634144948,0.00019730772635424826,0.0005742728900199468,0.0007188433667166564,LC_V20_H2p5_T7,0.0009215922764425248
14,submerged,6.111102464207962e-06,4.277830711684466e-07,7.624886674672327e-07,4.960736930386831e-07,1.0231524464068533e-07,1.3834042818130486e-07,1.3353155160173994e-06,1.0477682738212534e-06,2.3373177680637672e-07,2.0076401805420313e-06,2.2033770587134723e-07,5.446170728275276e-07,3.737147314461677e-07,4.147163406440126e-06,1.8200466581863887e-06,1.2729246360441272e-06,6.223276802081838e-06,3.4101161574084793e-07,2.578826589259363e-06,7.191150417072484e-07,3.7989239820841554e-06,9.092750172386786e-07,2.658169786091255e-06,5.952943849462393e-06,4.759305019709157e-06,5.406613586331191e-07,1.1674048640683211e-06,7.269264779688727e-07,5.692221366165286e-05,7.0429550187177235e-06,6.211083375745075e-05,7.733409396293113e-05,0.00012778929372112623,3.8169424800489896e-05,1.1459906642333292e-05,5.967592298750953e-05,0.00010185526912729205,9.237474093409341e-05,0.0002621682454548561,0.00012024707189574722,2.6574830650231487e-05,3.0353327456149628e-05,4.610173133967113e-05,8.432213070006086e-05,7.134498356779409e-05,0.00032916662079307687,0.00023778346672837655,7.853723411522678e-05,5.02603186799144e-05,3.89895983803765e-05,3.395984067773982e-05,0.00016083766196965421,0.00036996044154517853,0.00014261993981043179,5.8086180766552435e-05,7.136072361866894e-05,9.677092618547506e-05,0.00048330353666988684,0.0002532235636580266,0.00013272035107236615,7.382061693563774e-05,0.00011987865150876516,0.0005010134896619079,0.00017892224491754052,0.00012858020877945726,9.909355669895092e-05,0.00010768694428775717,0.00031178890285549676,0.0003976739212885867,LC_V20_H2p5_T7,0.0005010134896619079
15,submerged,3.314056162673849e-06,3.5799420392587937e-07,6.383739579400884e-07,3.8863974696002926e-07,7.994412835355982e-08,9.648983208039062e-08,9.875950489398715e-07,7.753918101884594e-07,1.6286973656737011e-07,1.3877177044926555e-06,1.5208792513790215e-07,3.4224103941867355e-07,2.3296475352185332e-07,2.5572439553151667e-06,1.1207400186608556e-06,7.631611704353985e-07,3.692258546305259e-06,1.993202333711833e-07,1.419039087739299e-06,3.9195351194231107e-07,2.4059450768412826e-06,5.776932793177594e-07,1.616440599082374e-06,3.602168270616547e-06,2.7031426096143605e-06,3.071564314228603e-07,6.157433286568149e-07,3.805825428878925e-07,2.5129929577230684e-05,3.109290845369901e-06,2.7579744746138916e-05,3.42904911157424e-05,5.6542762716440477e-05,1.67284519452956e-05,4.994375642415132e-06,3.100209958627046e-05,5.256241234228063e-05,4.755205349732905e-05,0.00013344072196207316,6.027636940629986e-05,1.3095531779617844e-05,1.4884583270192854e-05,2.5653343504820223e-05,4.697865688760765e-05,3.9689288290926056e-05,0.00018251584542045265,0.00012996275230677136,4.2328395481435955e-05,2.6854791238346717e-05,2.042522606731782e-05,1.9001165341802586e-05,8.912568471130142e-05,0.0002012844390857802,7.61541943306785e-05,3.101112065756387e-05,3.732094067057337e-05,5.136159019712111e-05,0.0002535734037088659,0.00013147089654684806,6.795314356486642e-05,3.707683604715777e-05,6.485784037371265e-05,0.00026774926897097967,9.409713515648007e-05,6.642821085983658e-05,5.3806928887027456e-05,5.744755681221759e-05,0.00016405212127075216,0.0002216886987660711,LC_V20_H2p5_T7,0.00026774926897097967
16,submerged,6.588466116067899e-07,1.8912719644675482e-07,3.366950400444597e-07,1.936886076593826e-07,3.976261790613451e-08,4.307226895629029e-08,4.2249891155111304e-07,3.313177666436566e-07,6.671398608991848e-08,5.616666681839334e-07,6.139032960355077e-08,1.261958554871299e-07,8.505075225376582e-08,7.609851539892601e-07,3.331200998148249e-07,2.207229970911329e-07,1.0605958517382129e-06,5.664981531101888e-08,3.7756754355685523e-07,1.0276396258104255e-07,8.471481120237391e-07,2.0302315346885537e-07,5.486097267510122e-07,1.2194539479516267e-06,8.571040598092476e-07,9.609646013892745e-08,1.7568198211543554e-07,1.063818443887942e-07,5.28627003213182e-06,6.537402889149356e-07,5.795028187810513e-06,7.202384329637898e-06,1.187549105119137e-05,3.436238291010599e-06,1.0172194435648137e-06,7.455535881231766e-06,1.2615065150769117e-05,1.139007604036592e-05,3.166938667542477e-05,1.393395124597936e-05,2.949778712944475e-06,3.3267655516396333e-06,6.108161110125761e-06,1.1239252882687615e-05,9.492661241134532e-06,4.350313323489262e-05,3.057765262700187e-05,9.79191402201492e-06,6.177120264309655e-06,4.580373252973901e-06,4.08154381368948e-06,1.8929188994989697e-05,4.182032124999532e-05,1.539925548550837e-05,6.206682968255352e-06,7.210154615706524e-06,1.0343782000765641e-05,5.023102022911222e-05,2.552185053741859e-05,1.2800812099134279e-05,6.808842291728183e-06,1.3101655361221966e-05,5.3224141117644355e-05,1.8228262143295205e-05,1.2514681338467378e-05,1.0401652593257513e-05,1.0829166165226385e-05,3.013464976180183e-05,4.52930529564299e-05,LC_V20_H2p5_T7,5.3224141117644355e-05
17,submerged,3.002710761655739e-06,7.84254167690042e-07,1.3656459535144103e-06,7.856988564633435e-07,1.5815982401028793e-07,1.6845072045553082e-07,1.0533930260264427e-06,8.201808644635591e-07,1.649762257352215e-07,1.3559455632309323e-06,1.4798381952156084e-07,2.90346706867882e-07,1.9510289555436765e-07,1.418141803128683e-06,6.144691150205813e-07,4.100469597957253e-07,1.9245287510750274e-06,1.0129227313395751e-07,6.512760621743184e-07,1.7533251361442818e-07,1.5236903294501947e-06,3.656763617945049e-07,9.55635782528989e-07,2.1142417437461945e-06,1.4374078441289617e-06,1.5763991173760799e-07,2.753795241730938e-07,1.6556430249756158e-07,8.528544521904216e-06,1.051083737018499e-06,9.297220542246398e-06,1.1406598474659376e-05,1.8417294844843036e-05,5.157149366689144e-06,1.5293368936167347e-06,1.5290806452605302e-05,2.5717647368366563e-05,2.3293110263794167e-05,6.381568403331591e-05,2.772875274643362e-05,5.697470101636067e-06,6.466181538285587e-06,1.4157031096826818e-05,2.6006597882516036e-05,2.1961504387498624e-05,9.969785724939842e-05,6.930277828358861e-05,2.1896368240492625e-05,1.387831603864121e-05,1.0113338308432364e-05,6.821222448002053e-06,3.170008853827101e-05,6.990696954231306e-05,2.564698546012694e-05,1.0290888683260798e-05,1.1844343261039676e-05,1.7146326265527397e-05,8.264268413443213e-05,4.212310143866853e-05,2.0782611526802855e-05,1.091301302657719e-05,1.914140955283251e-05,7.857777189095788e-05,2.655175271778256e-05,1.824569093163881e-05,1.2424864804032466e-05,1.2747444695552075e-05,3.5323357494066346e-05,5.444138611124708e-05,LC_V14_H1p5_T6,9.969785724939842e-05
18,splash,0.00047896418062666815,0.000233013537644029,0.00040657030626616605,0.00022976987074559894,4.6520864816280324e-05,4.8192854209544104e-05,0.00038746462499509264,0.00030266773922575977,5.81999140980956e-05,0.0004889964765620747,5.363852108535495e-05,0.00010059120750552775,6.840034481161383e-05,0.0004711912212753537,0.00020534048819874904,0.00012985141036609104,0.0006190471054889719,3.3365288414289104e-05,0.00020164074771856312,5.53853437785655e-05,0.0003271730308360304,7.852457125653065e-05,0.00020305174254387395,0.00045032992664175613,0.000293005285927977,3.267916302805251e-05,5.351753698973502e-05,3.251948993383482e-05,0.0006144809514536989,7.583806938577206e-05,0.0006653170477479425,0.0008194889936058145,0.0013033324708903828,0.00036039910672608263,0.0001080194513927003,0.0008910759386157737,0.0014972297770569542,0.001357305294549739,0.0036933145289623293,0.0015893829871038742,0.00032090839172524795,0.00036812485976036354,0.0006658874576763621,0.0012102224191231192,0.0010253580781378051,0.004598528506303764,0.0031709112016832766,0.0009780307100118882,0.0006286190761622755,0.00044702252446433133,0.0003579736270431464,0.0016641346708618323,0.003660748503392036,0.0013281547679900043,0.0005386348821398759,0.0006118239749145097,0.0007197336550151001,0.0034736267874736666,0.0017459798927878362,0.0008645737938763673,0.0004463709607321096,0.0008031604114300469,0.0032566127151614868,0.0011083264105381516,0.0007496139479931152,0.0006489965466090333,0.000668488999145471,0.0018237201918182204,0.002366215871681197,LC_V14_H1p5_T6,0.004598528506303764
19,splash,0.00036532808656481065,0.00018398963443438333,0.00032090895143832907,0.00018121991924424216,3.6686686159909816e-05,3.7953328806868256e-05,0.00028039739370372353,0.00021905208615611102,4.2117773637403655e-05,0.0003541365050259049,3.8843325592017554e-05,7.287289501313456e-05,4.956022849224529e-05,0.0003017581487272487,0.0001313345136255108,8.404576890791507e-05,0.00039779441865956327,2.136452556292614e-05,0.00012958274082508524,3.551648729423375e-05,0.0002271450614755768,5.4486812335134096e-05,0.0001419067566990318,0.00031386949780864515,0.0002050607669114846,2.280643497768724e-05,3.749917649123268e-05,2.2798327735834074e-05,0.0003262000329564708,4.0167045497241354e-05,0.00035860030275967165,0.0004385098654737242,0.0007034687990055766,0.0001944115054921575,5.8065147060329565e-05,0.000612688881802182,0.0010340222277209089,0.0009368386563704945,0.0025581692574612974,0.0011025593946197912,0.00022298305713481446,0.0002556238618670015,0.0004765082739481227,0.0008665323508251884,0.000734031998640351,0.003290970002019485,0.002268437031159025,0.0006989972029796951,0.0004497103737670691,0.00031930536683944227,0.0002400883402202373,0.0011190580848405263,0.002466688867369748,0.000897164293510251,0.0003643630026607362,0.00041376987928085605,0.0004639423421528637,0.0022468287131480677,0.0011328859013701575,0.000561958834034173,0.00029069626435631316,0.0005323711457777303,0.002166701679478825,0.0007400261702032227,0.000501739797925368,0.0004472732659089653,0.000462541889806037,0.0012637407496988576,0.0016457633722576715,LC_V14_H1p5_T6,0.003290970002019485
20,atmospheric,1.1552663327248597e-06,4.6325231032681203e-07,8.08487674091331e-07,4.568783929643159e-07,9.246875648678931e-08,9.589433888014051e-08,4.780379536972792e-07,3.7082880257011065e-07,7.419372283308456e-08,6.032382058987354e-07,6.575881846703688e-08,1.2595096497972523e-07,8.466514662531463e-08,4.8979771580487e-07,2.1253777142798188e-07,1.387526414946686e-07,6.491009108039801e-07,3.448496661118925e-08,2.117707260310167e-07,5.7535037491582566e-08,7.822914177245499e-07,1.86790750275871e-07,4.943647815942508e-07,1.0800876484045399e-06,7.081086951660793e-07,7.77470755583013e-08,1.281589571361224e-07,7.761354156504853e-08,2.946808631770898e-06,3.6289982910295946e-07,3.200573381615868e-06,3.926836543045936e-06,6.237064093743801e-06,1.7144881792765311e-06,5.13568865860818e-07,7.828318593324699e-06,1.3175152289235554e-05,1.1910076128794215e-05,3.241119053832778e-05,1.3894155492965644e-05,2.7963810507273693e-06,3.2013311225120566e-06,7.756418321522994e-06,1.4115573122143901e-05,1.1930406807487291e-05,5.348992175083559e-05,3.676103561108179e-05,1.1329060202741255e-05,7.263049165262253e-06,5.154113776355361e-06,3.5242884140052473e-06,1.6307372188327085e-05,3.567428913889536e-05,1.2915133844644368e-05,5.241399656419625e-06,5.9146157854533465e-06,7.992155207788683e-06,3.8304357765067244e-05,1.9185939943003656e-05,9.42414906688239e-06,4.84127566738864e-06,8.982122164859476e-06,3.634521118544362e-05,1.2294793107616605e-05,8.27093162541113e-06,6.564990453297952e-06,6.727270044331412e-06,1.82842988807549e-05,2.5802107045128222e-05,LC_V14_H1p5_T6,5.348992175083559e-05
21,submerged,1.9683650020564373e-06,7.573105009619488e-07,1.346633734369199e-06,7.500958374893755e-07,1.5444951835464444e-07,1.584489415182973e-07,1.5122391472291054e-06,1.1861639851667686e-06,2.3020842646542298e-07,1.9373433879246796e-06,2.1203324997093566e-07,4.0841725764751434e-07,2.7569685490586286e-07,2.20971177644766e-06,9.685923177389807e-07,6.178754132632671e-07,2.9602367191430066e-06,1.5896632802263624e-07,9.900193068281661e-07,2.689875173078267e-07,2.8339991916274304e-06,6.810474590527942e-07,1.791689931685891e-06,3.959986300232215e-06,2.638723303003869e-06,2.944786921536391e-07,4.980444328516661e-07,3.023235682133746e-07,1.0893298567657504e-05,1.3465275531587186e-06,1.1774250284116904e-05,1.4571700031631302e-05,2.341767171296729e-05,6.5899023551965485e-06,1.963914656158579e-06,1.8032866311077256e-05,3.057544333683012e-05,2.754146358025229e-05,7.57493023180137e-05,3.2689531113332525e-05,6.716649032892538e-06,7.591337245328189e-06,1.5821903664486085e-05,2.9008239065485965e-05,2.4492715669229925e-05,0.00011120667550570944,7.700460828823908e-05,2.419967994520741e-05,1.5268073330234595e-05,1.1048191246979162e-05,9.725206621810449e-06,4.494091079675802e-05,9.834181080458257e-05,3.59294472971451e-05,1.4497138075032751e-05,1.6545275686153798e-05,2.3178693947797894e-05,0.00011198277450043733,5.644058242541939e-05,2.8001987382893802e-05,1.4588280779683212e-05,2.950223544890641e-05,0.00011927224693869094,4.060577970844724e-05,2.7526189598582552e-05,2.249029598242123e-05,2.329531776115971e-05,6.420670173240306e-05,0.00010486588600843576,LC_V20_H2p5_T7,0.00011927224693869094
22,splash,0.0003668393536137791,0.00021520786255280915,0.0003791508312364504,0.00021138647774040384,4.320840416877082e-05,4.4067889256070395e-05,0.0005169658445967098,0.00040483594392427716,7.655024676034182e-05,0.0006508193916625543,7.159992907573032e-05,0.00013266468804072742,9.073981429642349e-05,0.0006814256342396053,0.00029856457793005784,0.00018368169927765379,0.0008870623595157117,4.845782607715612e-05,0.00028776513549380833,7.977863773388116e-05,0.0005425221557641683,0.0001303278590618454,0.000334146007842967,0.0007443692571316291,0.00047808017786500303,5.409658099012731e-05,8.691452748788981e-05,5.342319189990863e-05,0.0008091937435709234,0.00010001420697903082,0.0008690818514730852,0.0010763418885303107,0.0016953551408335106,0.0004681902831885228,0.00014131790498351046,0.001035434034884059,0.0017378897188449851,0.001577631286518262,0.0042866456467795,0.001844525660667356,0.00037196098027139553,0.0004273523057978798,0.0007254918043764575,0.0013131158409813632,0.0011146093474776408,0.0049765433819468664,0.0034241148523218887,0.0010522538697929121,0.0006775095200225653,0.000480115491159178,0.00045583985888674806,0.002116673735520153,0.004656999147195867,0.001685876087201752,0.0006880070558709892,0.000778331936033592,0.0009206743595784,0.0044601201115271405,0.0022329590898056773,0.0011104949222205463,0.0005717095102359155,0.001057099809174844,0.004259259046849466,0.0014587999445033323,0.0009834381050074926,0.0009203037015160036,0.0009535990698897904,0.002590315315674244,0.003444257339237824,LC_V14_H1p5_T6,0.0049765433819468664
23,splash,0.0002833389921424493,0.00017089204936500795,0.0003007736521811339,0.00016774013602965086,3.4269719458025335e-05,3.4938192899861676e-05,0.0003864693183273488,0.0003026059799701142,5.7312967478743145e-05,0.00048630709447695323,5.350682126158957e-05,9.905806149775192e-05,6.775181577746076e-05,0.0004744586464506963,0.00020748602588565297,0.00012894831865366523,0.0006192692518275963,3.3710553076845174e-05,0.00020092212448682666,5.5597759731465337e-05,0.0003934791272189586,9.4492765898639e-05,0.00024271158552223,0.0005396977914615946,0.0003466901826734704,3.916529191649649e-05,6.287905177758056e-05,3.8648107153090817e-05,0.00048591147134296884,5.999543768060592e-05,0.0005281143436886078,0.0006509018081353522,0.0010348368475256602,0.00028640997473226024,8.613524636180064e-05,0.0006914058410291005,0.0011661554831434576,0.001057577420544678,0.002885983848880497,0.001244167135638189,0.00025166539920178457,0.0002885089714881938,0.0005050661997593595,0.0009149269036558241,0.0007767309349011465,0.0034722755722666927,0.002393443072180054,0.0007364184673402814,0.00047461776150894226,0.0003366886464729861,0.0003021874777577976,0.0014080044119100662,0.003108048840251069,0.001125613360678377,0.00045942201469910854,0.0005208148700375473,0.0005712201206531782,0.002770211319687017,0.0013907907480130864,0.0006922310158747081,0.0003571653973453166,0.0006479357094237789,0.0026162734286603235,0.0008978203896266008,0.0006066740748979212,0.0005668480554628455,0.0005886318708849476,0.0016018624543703511,0.00218540249605505,LC_V14_H1p5_T6,0.0034722755722666927
24,atmospheric,7.714365359250358e-07,4.5325280764105066e-07,8.037946551587073e-07,4.437846510814013e-07,9.129069285035136e-08,9.209909059307155e-08,7.40654422996413e-07,5.801049477987907e-07,1.1102066584668258e-07,9.31598286921241e-07,1.0246768139673278e-07,1.9080816787892251e-07,1.2985239001917312e-07,9.369996955398062e-07,4.0912359080604656e-07,2.568741856392635e-07,1.2250304226392259e-06,6.622709916321114e-08,3.9759249887973335e-07,1.0932432240237268e-07,1.5633661848457002e-06,3.7391631726947044e-07,9.73502225035954e-07,2.153130732114008e-06,1.389270872955111e-06,1.5549044778773967e-07,2.512620211142136e-07,1.537790587877778e-07,5.031753724873601e-06,6.204043463614103e-07,5.437064221801018e-06,6.713098542079897e-06,1.0606430100747872e-05,2.925749586669139e-06,8.812988086286796e-07,8.520041802081787e-06,1.4340820972863015e-05,1.2978669316723734e-05,3.5327021604020435e-05,1.5156174302669637e-05,3.0554952986465368e-06,3.495650572344598e-06,7.881695557489663e-06,1.4202394926108557e-05,1.2064381477521088e-05,5.3651567206004745e-05,3.680441506835858e-05,1.1284421071221221e-05,7.26575507641257e-06,5.133665516930061e-06,4.696229703018715e-06,2.1695138368744073e-05,4.749864610061735e-05,1.7111432347116698e-05,6.975783938374855e-06,7.855182986948943e-06,9.824546905327613e-06,4.7225794603428746e-05,2.3552349568054744e-05,1.1638209684301173e-05,5.9635137145876665e-06,1.097237787270964e-05,4.3994282010461674e-05,1.4968837667722207e-05,1.0038103702154905e-05,8.339277228566176e-06,8.591872520266501e-06,2.323287328205614e-05,3.966296348749241e-05,LC_V14_H1p5_T6,5.3651567206004745e-05
25,submerged,3.025206560342452e-06,7.849994841621952e-07,1.3729702783494784e-06,7.860960866783589e-07,1.5841786437338805e-07,1.6853128781454386e-07,1.0656773500089775e-06,8.307874907864653e-07,1.662283445859808e-07,1.3724371634200324e-06,1.4989144252876131e-07,2.9316950241281815e-07,1.9744904495333843e-07,1.4096028232577161e-06,6.119557613777443e-07,4.058925797418814e-07,1.913870543486048e-06,1.0122151157445265e-07,6.473866163503575e-07,1.7484618088780643e-07,1.477691663501947e-06,3.5522550022703333e-07,9.285607228913775e-07,2.0594241100430934e-06,1.3931885145225254e-06,1.5344865047570632e-07,2.6591870129950496e-07,1.6032280278200138e-07,8.335392298768344e-06,1.0274208832569177e-06,9.045153796351797e-06,1.1096727386831882e-05,1.7846567706829248e-05,4.9857072035878844e-06,1.4781391478661375e-06,1.4839772835925242e-05,2.4931943640025276e-05,2.2619988191742815e-05,6.199890102991214e-05,2.6955713185458578e-05,5.529722350017084e-06,6.299907647635219e-06,1.3833633614457669e-05,2.5419663331421887e-05,2.1452116731250097e-05,9.74677862856493e-05,6.759007863181723e-05,2.1372027997587577e-05,1.351175461441017e-05,9.843477118498504e-06,6.703307497457496e-06,3.117115047286315e-05,6.871018796855465e-05,2.517962766001196e-05,1.010226840799222e-05,1.1611936364020527e-05,1.6953187483630338e-05,8.170681768680037e-05,4.16470786624657e-05,2.0517517531099647e-05,1.0768561547963813e-05,1.8998832509219636e-05,7.805720731114812e-05,2.6319811646328018e-05,1.8059284481788144e-05,1.2457003709821797e-05,1.2773581866474948e-05,3.533954536483765e-05,5.430084875495878e-05,LC_V14_H1p5_T6,9.74677862856493e-05
26,splash,0.000481158268544359,0.0002332245349004194,0.0004068790633509442,0.00022995487326741166,4.6549181754421034e-05,4.823454842767357e-05,0.0003881402031957361,0.000302982496253548,5.861240196885627e-05,0.0004900225319053771,5.37123497719784e-05,0.00010103210859127008,6.85919462893418e-05,0.0004726962046523173,0.00020585230190436874,0.0001309513743151345,0.0006225340962274478,3.348509190558022e-05,0.0002030392557596921,5.570009406878365e-05,0.0003240544469547469,7.772727097831884e-05,0.0002028735451797705,0.0004473174821765802,0.00029360954572499445,3.2418948655906136e-05,5.358589949998868e-05,3.2400342677340125e-05,0.0006086617712267615,7.504451716523287e-05,0.0006617647899515428,0.000813066115408351,0.0012952881799552461,0.0003574592564541159,0.00010687897638099301,0.0008755416419438008,0.0014721760676842737,0.0013348668735045858,0.0036355156914419868,0.001565973289320719,0.00031655329276872475,0.00036311367694936514,0.0006561158035885519,0.0011929296129267154,0.001010107061701795,0.004531101394615219,0.003120559243783788,0.0009625797293978803,0.0006177257455881255,0.00043908448230766203,0.0003546252165021225,0.001650148511616111,0.0036312343027418733,0.0013185415644870252,0.0005340918478999276,0.0006067915605334137,0.0007164004306038166,0.0034555293555689317,0.0017376611487713626,0.0008587054914723015,0.0004431558913557018,0.0008030032419165543,0.003258478593491305,0.001108509181790516,0.0007499631202108604,0.0006496640878221537,0.000669488287695452,0.0018257392071260284,0.002363323100024054,LC_V14_H1p5_T6,0.004531101394615219
