member_id,zone,LC_V26_H3p5_T8,LC_V2_H0p5_T5,LC_V2_H0p5_T6,LC_V2_H1p0_T7,LC_V2_H1p0_T8,LC_V2_H1p5_T8,LC_V4_H0p5_T5,LC_V4_H0p5_T6,LC_V4_H1p0_T5,LC_V4_H1p0_T7,LC_V4_H1p0_T8,LC_V4_H1p5_T7,LC_V4_H1p5_T8,LC_V6_H0p5_T5,LC_V6_H0p5_T6,LC_V6_H1p0_T5,LC_V6_H1p0_T6,LC_V6_H1p0_T8,LC_V6_H1p5_T7,LC_V6_H1p5_T8,LC_V8_H0p5_T5,LC_V8_H0p5_T6,LC_V8_H1p0_T5,LC_V8_H1p0_T6,LC_V8_H1p5_T6,LC_V8_H1p5_T8,LC_V8_H2p0_T7,LC_V8_H2p0_T8,LC_V10_H0p5_T5,LC_V10_H0p5_T6,LC_V10_H1p0_T5,LC_V10_H1p0_T6,LC_V10_H1p5_T6,LC_V10_H2p0_T7,LC_V10_H2p0_T8,LC_V12_H0p5_T5,LC_V12_H1p0_T5,LC_V12_H1p0_T6,LC_V12_H1p5_T6,LC_V12_H2p0_T7,LC_V12_H2p5_T7,LC_V12_H2p5_T8,LC_V14_H0p5_T5,LC_V14_H1p0_T5,LC_V14_H1p0_T6,LC_V14_H1p5_T6,LC_V14_H2p0_T7,LC_V14_H2p5_T7,LC_V14_H2p5_T8,LC_V14_H3p0_T8,LC_V16_H1p0_T5,LC_V16_H1p5_T6,LC_V16_H2p0_T7,LC_V16_H2p5_T7,LC_V16_H2p5_T8,LC_V16_H3p0_T8,LC_V18_H1p5_T6,LC_V18_H2p0_T7,LC_V18_H2p5_T7,LC_V18_H3p0_T8,LC_V18_H3p5_T8,LC_V20_H2p0_T7,LC_V20_H2p5_T7,LC_V20_H3p0_T8,LC_V20_H3p5_T8,LC_V22_H2p5_T7,LC_V22_H3p0_T8,LC_V22_H3p5_T8,LC_V24_H3p5_T8,worst_bin,worst_bin_contribution
27,splash,0.00036651748907375406,0.0001855013492484866,0.0003235577955273958,0.000182718730617271,3.69906617171489e-05,3.826862627178207e-05,0.0002862827310802459,0.00022347651311495787,4.325026679903576e-05,0.00036160628561797376,3.9639033009180416e-05,7.459774537229266e-05,5.0639044599583515e-05,0.0003076729352846443,0.00013389409457079704,8.591723236553561e-05,0.0004060836929006269,2.1788073163331227e-05,0.00013239698223930753,3.6252676939274795e-05,0.00023230229241909904,5.5728750641264715e-05,0.00014594771696187957,0.0003217037013564744,0.00021106063986199328,2.3364218534560658e-05,3.855469210714045e-05,2.3363291429790903e-05,0.0003227282334567363,3.971355963374131e-05,0.00035563563567802474,0.00043472100618367136,0.0006984167509773236,0.0001931733266823479,5.76572560784982e-05,0.0006007580322756357,0.0010151783659457353,0.0009190430785162835,0.00251205469068556,0.0010826519664748871,0.00021915644347664847,0.0002509231679427526,0.0004682012517823743,0.0008517951299913687,0.0007215167232108294,0.003236131394733079,0.002230963752167868,0.000687916596431239,0.00044227854573419297,0.00031419932788553494,0.0002334238622129018,0.0010883613129753706,0.002399590786473562,0.00087303287425663,0.0003544990946356132,0.00040274542635378765,0.00044863020960696557,0.002172458284830878,0.0010956471230868176,0.0005434209404364394,0.00028120644233876804,0.0005180802395828832,0.002109831167845614,0.0007204540349480609,0.0004886616945489743,0.00043416074452180516,0.00044895486344212314,0.0012276834975642774,0.0016053287920574824,LC_V14_H1p5_T6,0.003236131394733079
28,atmospheric,1.1491742954034191e-06,5.090186572827799e-07,8.906979300554528e-07,5.0154291547715e-07,1.017868577552093e-07,1.0510149600986168e-07,5.400449882435546e-07,4.197419421084961e-07,8.332693356551045e-08,6.809554936092597e-07,7.434552580336927e-08,1.4165444250948436e-07,9.543161839384157e-08,5.333019238008707e-07,2.3135643330849848e-07,1.5139288645629238e-07,7.08400440254586e-07,3.76044996521589e-08,2.3145650238230281e-07,6.289577820253546e-08,8.846103376449322e-07,2.1287778208555812e-07,5.436104019063909e-07,1.2077140076742382e-06,7.775582136257585e-07,8.768027149139409e-08,1.4108851293038938e-07,8.630959544619431e-08,2.8198134819083282e-06,3.4525332817809154e-07,3.133953778772099e-06,3.815050422332441e-06,6.146053790553825e-06,1.693406737296768e-06,5.031050506238132e-07,7.599785341972782e-06,1.2818519481780578e-05,1.1581503770374518e-05,3.157022445277215e-05,1.3542349902838349e-05,2.734572452406013e-06,3.1227811913875888e-06,7.363532664910225e-06,1.3374551887149034e-05,1.1327267565013875e-05,5.0714758932762625e-05,3.487986680621251e-05,1.074494734248249e-05,6.901099651789972e-06,4.899325246209966e-06,3.1699256441420684e-06,1.4667595560150387e-05,3.2107317764594846e-05,1.1619496151901566e-05,4.7274850726052416e-06,5.331181498244011e-06,6.950322585334803e-06,3.330427174937111e-05,1.6705957953578075e-05,8.205988238606243e-06,4.215837263394646e-06,8.086981453443637e-06,3.2797793395981974e-05,1.1084642451937835e-05,7.479753463748991e-06,5.303304370894899e-06,5.439828395699625e-06,1.4781594786954853e-05,2.2473542334390307e-05,LC_V14_H1p5_T6,5.0714758932762625e-05
29,submerged,1.9576195167639252e-06,7.622703138601533e-07,1.3552318159435238e-06,7.554131019245592e-07,1.5545388049067144e-07,1.5953473029256214e-07,1.5094984967755505e-06,1.1839248536653974e-06,2.295426837008386e-07,1.935827989642744e-06,2.1197601023566185e-07,4.0845228252583117e-07,2.7608353492224257e-07,2.211524402906122e-06,9.696412978849192e-07,6.148980515176382e-07,2.9531068695117366e-06,1.5882283930199265e-07,9.84493339906197e-07,2.6813141628098836e-07,2.874349848531042e-06,6.911546910919886e-07,1.8063168190920686e-06,4.008329146474381e-06,2.6717610368203392e-06,2.998610381143667e-07,5.070923543221208e-07,3.0866912969740975e-07,1.1110144687201209e-05,1.3720008523777304e-06,1.2009088317063306e-05,1.4868753673574517e-05,2.3854073647577815e-05,6.736259618826005e-06,2.008019928462022e-06,1.8448707007850597e-05,3.1310096993111707e-05,2.821446989006955e-05,7.767955850942949e-05,3.355408910537755e-05,6.911625276763287e-06,7.808305146646008e-06,1.6137743629996385e-05,2.9540265971006987e-05,2.4967916609144475e-05,0.00011321429845220557,7.847343148422326e-05,2.4634865181800095e-05,1.5575514319360493e-05,1.127490347256909e-05,9.825282326508655e-06,4.5408015450881713e-05,9.948132717312577e-05,3.6344709149315845e-05,1.4680766742017554e-05,1.676715698607942e-05,2.3209372034450756e-05,0.00011228823346312284,5.6626958874710735e-05,2.8170269299143626e-05,1.4681322117518528e-05,2.942520890007025e-05,0.0001189009934289609,4.051771332770854e-05,2.7486320537753926e-05,2.245230645175447e-05,2.325399309453268e-05,6.416584377389424e-05,0.00010459648993861865,LC_V20_H2p5_T7,0.0001189009934289609
30,splash,0.00036435156431587794,0.00021550700608107595,0.00037956716120315367,0.00021169657751480674,4.326824057936122e-05,4.414105234864835e-05,0.0005153362604866714,0.00040375025085913867,7.613076357898194e-05,0.0006489533090834111,7.142741222119249e-05,0.00013216914131403444,9.048701192125821e-05,0.0006792850071501196,0.0002978346390412067,0.00018233643460815473,0.0008825257885098883,4.8289003990510116e-05,0.00028586208591423613,7.9351223558577e-05,0.0005437560596183489,0.00013065733891302775,0.0003340192806148221,0.0007457249906761085,0.0004780702108043983,5.436248464243267e-05,8.714314798433716e-05,5.37242131649884e-05,0.0008134025754899259,0.0001006050878578795,0.0008722704818440387,0.0010820932548732197,0.0017033447365268975,0.00047146158239774115,0.00014253141541680398,0.0010511104446428814,0.0017648554479785057,0.0016032558315326776,0.0043580885831785154,0.0018755778343097205,0.0003784267760476033,0.0004345698444336274,0.0007341087845447597,0.001327350658845282,0.001127284458634189,0.005030536856370818,0.0034628848955354824,0.001064260226992369,0.0006858251493482771,0.00048623925459182274,0.0004587487699606788,0.00212972411791573,0.004685774487641657,0.0016946860775276151,0.0006922295362835302,0.0007826163270445119,0.0009215196595807758,0.004462536177862039,0.002233846997472695,0.0011112468459306027,0.0005722947917871692,0.0010562627154757777,0.00425345216467256,0.0014569220365337914,0.0009822510807193292,0.0009198174606876852,0.0009529244056070003,0.0025895943047349462,0.003435456096565441,LC_V14_H1p5_T6,0.005030536856370818
31,splash,0.00028325072106910354,0.00017284264006411495,0.00030421338421805305,0.00016966188543119802,3.466482928265087e-05,3.534139789251671e-05,0.00038677187799059386,0.00030289196581679504,5.728111019598816e-05,0.00048664417546402596,5.3555776783481184e-05,9.907269805547237e-05,6.779332411902999e-05,0.0004755925053029416,0.00020805048441530964,0.00012905567118440083,0.0006203951684931279,3.3797288677917876e-05,0.00020124728328974257,5.570739284770298e-05,0.0003992283580493641,9.590010586965342e-05,0.0002458625509304714,0.0005473575510019257,0.0003509488732602954,3.9749257191615215e-05,6.363719580078651e-05,3.917746809155752e-05,0.0004902865724345478,6.053613027639817e-05,0.00053323145058411,0.0006570967909284339,0.0010448890160484085,0.00028919246242443297,8.698537935453927e-05,0.0007039690006030852,0.00118571259947009,0.0010757004741004648,0.0029318864654103243,0.001263466760262218,0.00025516801401328907,0.00029297319832657394,0.0005127176816327423,0.0009288735246388385,0.0007885649649761528,0.0035252084759484713,0.002429857015024886,0.0007474234416319538,0.0004817794754530579,0.0003416928918290354,0.0003071049280981411,0.0014311858770008612,0.0031594131772714534,0.001144530510571505,0.00046697540872043115,0.0005294311752042709,0.0005796240149564058,0.0028122958603073386,0.001411167151907691,0.0007028820030537526,0.0003624995681631819,0.000656900401320749,0.002651648071172961,0.000910341001820589,0.000615065196960987,0.0005759560891156481,0.0005981111773597855,0.0016270791096632566,0.0022201402645910064,LC_V14_H1p5_T6,0.0035252084759484713
32,atmospheric,7.796813068845842e-07,5.048169674828548e-07,8.951410543551544e-07,4.939655848681503e-07,1.0168380517049487e-07,1.025018381384594e-07,7.790558670550058e-07,6.106767071023713e-07,1.1593186277711443e-07,9.804110790610658e-07,1.0787662745910162e-07,2.0011508933393628e-07,1.3661545729270401e-07,9.837355847655807e-07,4.2976830361833294e-07,2.7044053872012017e-07,1.2872912466537288e-06,6.954819289923161e-08,4.1787198455273756e-07,1.1474700151983234e-07,1.7666545710942445e-06,4.2534358710433986e-07,1.0837320903429544e-06,2.4098691416013694e-06,1.545900816664405e-06,1.7519900451880164e-07,2.800550283167612e-07,1.7211686778445923e-07,4.841457106058896e-06,5.968499606887086e-07,5.259741881390541e-06,6.474022794261065e-06,1.0278492327277444e-05,2.838353757319527e-06,8.525601926946147e-07,9.108193595370947e-06,1.534696167369944e-05,1.388320711138053e-05,3.785830599566529e-05,1.625391811318855e-05,3.282625433401914e-06,3.7489876776115206e-06,8.024295684003965e-06,1.4483401669786812e-05,1.2306052393223507e-05,5.480727949427226e-05,3.765451477052728e-05,1.1556941004131349e-05,7.441453595454415e-06,5.266705660137745e-06,4.837466680422846e-06,2.24127334873234e-05,4.911670193308202e-05,1.771883071733922e-05,7.20870307770999e-06,8.135582179143597e-06,9.054143136394566e-06,4.362154560663385e-05,2.175590115603619e-05,1.0761405626361896e-05,5.52390010090918e-06,1.046832571554803e-05,4.1995177116740017e-05,1.429309141504239e-05,9.596543852547784e-06,7.717709397879431e-06,7.952708318702024e-06,2.1510085813498352e-05,3.586973731139546e-05,LC_V14_H1p5_T6,5.480727949427226e-05
33,submerged,6.076647939702717e-09,2.3380345371190214e-11,4.2064940870625835e-11,5.579314061199745e-11,1.2390770505964897e-11,3.568917885046964e-11,1.782054170218949e-10,1.4259914640100337e-10,3.995953260132077e-11,3.9290125660049214e-10,4.572904424393107e-11,1.584712512129258e-10,1.1897908930369507e-10,2.220093671288012e-09,9.876845507102947e-10,6.954276082526958e-10,3.5496482219093702e-09,2.082266539893921e-10,1.6980561322863098e-09,4.999161091127849e-10,3.542232260162863e-09,8.603285504415376e-10,2.4950825751972644e-09,5.797998402869119e-09,4.770759581993421e-09,6.16875744474345e-10,1.3342292647090915e-09,8.947868482241351e-10,8.532557849135533e-08,1.0568046499118947e-08,9.249536671814865e-08,1.1570951767608796e-07,1.8921524381389474e-07,5.700953136245794e-08,1.7550296696009573e-08,6.026083847306197e-08,1.0235391511219023e-07,9.305160233138147e-08,2.6348329070673147e-07,1.234285719936627e-07,2.7662198192325134e-08,3.252200165802121e-08,4.077869304081742e-08,7.442428586459609e-08,6.332653197000542e-08,2.921043645317881e-07,2.149728059993836e-07,7.195428654312122e-08,4.723742363985137e-08,3.76795871271464e-08,3.1056730283579733e-08,1.4814832592875643e-07,3.4488759317835424e-07,1.3059354039250346e-07,5.392902063756834e-08,6.877644678253207e-08,1.025820057288822e-07,5.190361793860791e-07,2.7451083342414766e-07,1.507179389152406e-07,8.572011655299809e-08,1.143746181090978e-07,4.832874197479104e-07,1.8045339245044865e-07,1.3299883699844562e-07,9.229754245654137e-08,1.0404947336463871e-07,3.1193104465954193e-07,3.5510351215226384e-07,LC_V18_H2p0_T7,5.190361793860791e-07
34,submerged,6.13366421695847e-10,4.344218894217464e-11,7.644618646265816e-11,4.402658589734508e-11,8.921246250288026e-12,9.674010920151176e-12,1.8821686856299877e-10,1.4705237765019547e-10,2.89988993480783e-11,2.434278591804717e-10,2.6570277782274557e-11,5.280305693660517e-11,3.566270918769226e-11,9.089866395452126e-10,3.988433616272781e-10,2.446231844002356e-10,1.1936495418619808e-09,6.481677049059159e-11,3.979170920706471e-10,1.0935663530122829e-10,1.644990599031103e-09,3.952706552109677e-10,1.010107866030373e-09,2.264560343490042e-09,1.4740231225991428e-09,1.6627986461031324e-10,2.757439100258119e-10,1.6867654836773245e-10,1.566207075895571e-08,1.933643984418248e-09,1.6642213859227237e-08,2.0629679831167038e-08,3.226380779365872e-08,8.875763296066118e-09,2.671085739531788e-09,1.1519395952404298e-08,1.910107000199353e-08,1.7367837760094185e-08,4.695193043829328e-08,2.0230012368563157e-08,4.107042792409781e-09,4.691210831033623e-09,7.80390532099504e-09,1.3956345994385606e-08,1.1833115918617258e-08,5.237134710581192e-08,3.577814757216507e-08,1.1017639186682581e-08,7.041157140206308e-09,5.025363293907937e-09,7.2921513012056376e-09,3.3252272058432065e-08,7.201904528248256e-08,2.594413940084157e-08,1.0528894666618123e-08,1.1893497755886722e-08,2.185414751421531e-08,1.0448865494711721e-07,5.203041472398309e-08,2.5557016944744544e-08,1.3159405657288682e-08,2.9294253047590714e-08,1.1620572719640069e-07,3.9109604927873054e-08,2.614211630658724e-08,2.7721755493172195e-08,2.8509022862094385e-08,7.68294266527811e-08,1.0736427596615306e-07,LC_V20_H2p5_T7,1.1620572719640069e-07
35,submerged,5.750923673613117e-09,2.373380540075888e-11,4.2899236582043435e-11,5.629652337182944e-11,1.2394195456087253e-11,3.612132004144047e-11,1.7814832101723734e-10,1.4087102229273003e-10,3.950790504060879e-11,3.850857566235334e-10,4.497709324950458e-11,1.5387577126479963e-10,1.171402232034018e-10,2.03415090733703e-09,9.03322570174729e-10,6.545759837518428e-10,3.3424039323915883e-09,1.9276387495608698e-10,1.6345360077510874e-09,4.761069329835452e-10,3.005335709997915e-09,7.225844795568116e-10,2.1268403789336088e-09,4.863425839501937e-09,4.062067997970322e-09,5.041726979738498e-10,1.123597102185378e-09,7.393697355257564e-10,6.401303600890081e-08,7.925678958042476e-09,6.883297986344807e-08,8.623091795614134e-08,1.408304019956463e-07,4.27868158598426e-08,1.3202664494292523e-08,4.750997849657267e-08,8.103568936059902e-08,7.377604306531493e-08,2.1015404387945532e-07,9.951825337922901e-08,2.251047462938223e-08,2.6627835067689598e-08,3.1553738442094264e-08,5.772042519363179e-08,4.8983392815662594e-08,2.26755409869163e-07,1.6781324971802393e-07,5.6776857645613254e-08,3.745561057185825e-08,3.036485148962896e-08,2.605853216288207e-08,1.253971964761337e-07,2.948565225052387e-07,1.1243578808987259e-07,4.6771367833640334e-08,6.043001397362112e-08,8.157128109897835e-08,4.111595036191053e-07,2.1880147593839432e-07,1.1935807445688375e-07,6.845856834016479e-08,9.300245266712417e-08,3.9636347354600817e-07,1.4834621420954034e-07,1.108693461376944e-07,8.075845324302301e-08,9.223880165748979e-08,2.7573812797008247e-07,3.318031422707833e-07,LC_V18_H2p0_T7,4.111595036191053e-07
36,submerged,5.958072145460272e-10,3.827950735378771e-11,6.729349881795943e-11,3.933267793639908e-11,7.944205251457166e-12,8.848406945871632e-12,1.9170562736579588e-10,1.4940769936499404e-10,3.018468629078394e-11,2.4979510282554226e-10,2.7184213692741797e-11,5.4958455974300375e-11,3.682407724231123e-11,9.067957095842363e-10,3.9795210329533634e-10,2.423176807349809e-10,1.1824551093873394e-09,6.416282447554525e-11,3.914349351573017e-10,1.0764509553280858e-10,1.7078010500146564e-09,4.109442578384182e-10,1.0488671847743396e-09,2.357829160452921e-09,1.5358088669962719e-09,1.7609770370597204e-10,2.9111410194335027e-10,1.8040084556670747e-10,1.3361632612805717e-08,1.6515141848492945e-09,1.4210013984660404e-08,1.7637090434147568e-08,2.7639011134118403e-08,7.62336849762652e-09,2.3007114566204083e-09,1.1529360834671425e-08,1.917258920739004e-08,1.7439438184056294e-08,4.72436292718514e-08,2.0384433024489643e-08,4.146477482572334e-09,4.747874113212062e-09,8.445681458376615e-09,1.5238392014455153e-08,1.2923498725047076e-08,5.770403566535011e-08,3.970565984550291e-08,1.2297045511829628e-08,7.85007754066216e-09,5.6311720302897314e-09,7.418314489162877e-09,3.379750860503876e-08,7.325381711294468e-08,2.6526440398800324e-08,1.0720398313781194e-08,1.2144518554487599e-08,2.2837910188085536e-08,1.0881526252349543e-07,5.395545620672547e-08,2.6591661838710784e-08,1.3679663435600956e-08,2.9556420698646193e-08,1.1746042349020868e-07,3.982469768551078e-08,2.6705269857091615e-08,2.6218423189010243e-08,2.683243726555784e-08,7.211876678578798e-08,9.423147896685666e-08,LC_V20_H2p5_T7,1.1746042349020868e-07
37,submerged,3.378977374837677e-08,1.063673085948856e-09,1.865711666301386e-09,1.1501384747754296e-09,2.4380223271743967e-10,3.148314288156631e-10,7.386678593378831e-09,5.775932358065979e-09,1.1449385334732105e-09,9.918772702675123e-09,1.1176965939155462e-09,2.2559268293405044e-09,1.6452848940315056e-09,4.387313302324637e-08,1.929582572289303e-08,1.1750039555279261e-08,5.7901233351378147e-08,3.2757541355454862e-09,2.027051408922653e-08,5.9380040331210616e-09,1.1685879802482739e-07,2.8180123070920743e-08,7.050502128807112e-08,1.6042718966094837e-07,1.036252461950211e-07,1.2785218600174942e-08,2.0643638133527683e-08,1.373487912637277e-08,8.607585852796672e-07,1.0646218947808608e-07,9.027483973588646e-07,1.1253579110466429e-06,1.7428308368663615e-06,4.871710572742457e-07,1.5085668966551455e-07,7.20121639615061e-07,1.189497091364616e-06,1.085143750528017e-06,2.9248279952064625e-06,1.285061832089747e-06,2.6375761744437975e-07,3.1717203686280407e-07,4.047938977204734e-07,7.209886538571559e-07,6.141173588603828e-07,2.715049941765615e-06,1.892216184590232e-06,5.888587732525665e-07,3.929056673311402e-07,2.890839432415344e-07,3.262323050017287e-07,1.4958835254655518e-06,3.3059023213076477e-06,1.2030990912858202e-06,5.020704827907313e-07,5.854717980468952e-07,1.0574016252585347e-06,5.060655106021406e-06,2.524488526326432e-06,1.2851086247753633e-06,6.743735453774517e-07,1.360791087158681e-06,5.434266252721353e-06,1.8740593297217878e-06,1.2815738765976093e-06,1.1684429647955402e-06,1.2348941708498579e-06,3.395800333902488e-06,4.908941026304928e-06,LC_V20_H2p5_T7,5.434266252721353e-06
38,submerged,9.612804730119033e-08,1.932403858162008e-08,3.411407022881462e-08,1.979571701214365e-08,4.032175397836531e-09,4.435583656337951e-09,5.743212146559676e-08,4.4888121550825843e-08,9.159101282121664e-09,7.608086633599364e-08,8.293171050585911e-09,1.708103863199015e-08,1.1497253685838767e-08,1.4780584612656355e-07,6.461542005705078e-08,4.197240541429344e-08,2.0242768715433768e-07,1.0832651678258611e-08,7.106771591027846e-08,1.9341400256057742e-08,2.0157594861620853e-07,4.8550997277472765e-08,1.288860146057538e-07,2.89501968960873e-07,1.9979744814194314e-07,2.262763877963086e-08,4.0011646542501555e-08,2.4900411030878348e-08,1.6786892777701741e-06,2.0717612548319514e-07,1.8004616831672045e-06,2.2313846562420043e-06,3.552994102591209e-06,1.0079965491771241e-06,3.0365170922344555e-07,1.5755436053084389e-06,2.6354247600783864e-06,2.4013906789332557e-06,6.6030015602619465e-06,2.9353063393459616e-06,6.150175587217519e-07,7.159791015867676e-07,9.953493848638739e-07,1.804461074666895e-06,1.5401232182868848e-06,6.98440424101933e-06,4.9568660076146875e-06,1.5874885439416998e-06,1.024605178515014e-06,7.663710069141943e-07,7.022282717886573e-07,3.2551345687191712e-06,7.228543315453244e-06,2.6806525779334276e-06,1.0869312380862986e-06,1.2780876736504452e-06,2.165518093406367e-06,1.04639582248925e-05,5.316651860291015e-06,2.6983049711232255e-06,1.4364224941573008e-06,2.6016204508679336e-06,1.0568529023202594e-05,3.6368078380250674e-06,2.5153857650827894e-06,2.0025089210145287e-06,2.1134026947292613e-06,5.898340565987804e-06,7.777865114925904e-06,LC_V20_H2p5_T7,1.0568529023202594e-05
39,submerged,2.93614045565766e-08,7.973546017354836e-10,1.410106309241014e-09,8.781904590930833e-10,1.8860498986536622e-10,2.4713741794370243e-10,6.4913508836169255e-09,5.0972477022229234e-09,9.926344651422702e-10,8.783099919809699e-09,9.97858701169978e-10,1.9968128122319535e-09,1.4723035861287305e-09,4.722267118551302e-08,2.0802829939329114e-08,1.2572991922377696e-08,6.217878743601845e-08,3.5229015780480034e-09,2.1519095913242554e-08,6.240422344958537e-09,1.2814568112168133e-07,3.087365155673955e-08,7.780536783722304e-08,1.7653316902020403e-07,1.1405735901456946e-07,1.4145784673925931e-08,2.2861877565075873e-08,1.522055644732219e-08,9.320170778819009e-07,1.1541381526281416e-07,9.821400611176864e-07,1.2266101612662074e-06,1.908794890290298e-06,5.399632571048035e-07,1.6814584479133062e-07,8.435763287110463e-07,1.394588773426976e-06,1.272041601464168e-06,3.4262027896505414e-06,1.5016597579110417e-06,3.0724214645724955e-07,3.6568908993226867e-07,5.429965526766486e-07,9.726511652247132e-07,8.281645131799481e-07,3.675832201426981e-06,2.5605128115930174e-06,7.964201123343279e-07,5.260461485531661e-07,3.846066100257741e-07,4.635152063636245e-07,2.1145529903686075e-06,4.642212237065243e-06,1.6687168485591581e-06,6.912369290427598e-07,7.972505736434073e-07,1.4480943045922398e-06,6.989522590121083e-06,3.494528748786162e-06,1.7901616328486181e-06,9.382485842942442e-07,1.9066369581546666e-06,7.627531291534212e-06,2.6762239658494126e-06,1.82783160106899e-06,1.6844263598743482e-06,1.7678807955713796e-06,4.825166945846495e-06,6.424071426844978e-06,LC_V20_H2p5_T7,7.627531291534212e-06
40,submerged,8.10763403989527e-08,1.5764446876401576e-08,2.7795561214287664e-08,1.6331829834562007e-08,3.3171447835768677e-09,3.6966093469479822e-09,4.5593060862555523e-08,3.568176252288003e-08,7.19147626627275e-09,6.025334233760577e-08,6.603966741019447e-09,1.3456080787914808e-08,9.118354306570881e-09,1.4193241747421312e-07,6.229137489807272e-08,3.957631785655276e-08,1.923276776560336e-07,1.0401729065436897e-08,6.686826704181595e-08,1.8529176913289443e-08,2.1763123985236713e-07,5.256981834175718e-08,1.3562334502848313e-07,3.075681885444785e-07,2.0728223281980098e-07,2.4936432907607927e-08,4.277633225742617e-08,2.7399095998954096e-08,1.7037090304699928e-06,2.1054700171249914e-07,1.83515761246178e-06,2.2787367436688184e-06,3.6450533310224157e-06,1.041782235494757e-06,3.1749078123890495e-07,1.798658256547694e-06,3.0111084460123123e-06,2.748385582376646e-06,7.543253866050336e-06,3.343172433235538e-06,6.96997400959857e-07,8.082267833093971e-07,1.3535690563664453e-06,2.457197017766877e-06,2.08980363183605e-06,9.432191336279837e-06,6.625423762061794e-06,2.09328559214477e-06,1.346147320034704e-06,9.90659934317503e-07,1.0215251839426052e-06,4.698619479707587e-06,1.0357641116977194e-05,3.832715780803728e-06,1.5589087708007876e-06,1.8158373031076655e-06,2.952369777932515e-06,1.4237398147195173e-05,7.15839966903231e-06,3.6209923418426146e-06,1.9159953939709506e-06,3.4611314689110534e-06,1.3935219842726134e-05,4.856047383114015e-06,3.3390341745830782e-06,3.0008210397813556e-06,3.1415465381808445e-06,8.666508117480984e-06,1.0805982283312416e-05,LC_V18_H2p0_T7,1.4237398147195173e-05
41,submerged,2.9687719796689442e-08,1.2730403697556976e-09,2.2419568228109805e-09,1.3345375992544713e-09,2.785071790286516e-10,3.4015568950274593e-10,7.202006605107565e-09,5.653063270201855e-09,1.094277772823671e-09,9.653462754987514e-09,1.0908148420963074e-09,2.1744996029178595e-09,1.5761513137285572e-09,4.42716301229671e-08,1.9488182634918782e-08,1.1714806857951116e-08,5.780465973043729e-08,3.2603335882471647e-09,1.9789190892346077e-08,5.712091043643617e-09,1.1843477817469355e-07,2.8533184372097505e-08,7.148929868093672e-08,1.6218746233803645e-07,1.0437517289436197e-07,1.2640191371268342e-08,2.043790850910726e-08,1.3411382796503898e-08,8.018809387129133e-07,9.918576393187914e-08,8.443638162965841e-07,1.0532400679097173e-06,1.6375822019539047e-06,4.572094955632903e-07,1.4106641210856086e-07,7.975076106882037e-07,1.3179932783018829e-06,1.202134351215318e-06,3.237085526942387e-06,1.4145606113293484e-06,2.883102170163528e-07,3.447165414217113e-07,5.004005322858176e-07,8.918875179695761e-07,7.573883698272831e-07,3.3454602482075224e-06,2.3104675988698433e-06,7.134696811477978e-07,4.7153984607741486e-07,3.425613711891298e-07,4.532743477645921e-07,2.083578167905152e-06,4.601544542312602e-06,1.6572113042606696e-06,6.919504125132162e-07,7.987193998055393e-07,1.3562642010971544e-06,6.518157631142742e-06,3.2432923473998557e-06,1.6482812701271138e-06,8.585389544225471e-07,1.8609943248012792e-06,7.417068495582769e-06,2.558147658020387e-06,1.7369867508827738e-06,1.7885304700949737e-06,1.880465511769104e-06,5.137740034038303e-06,7.166639853752544e-06,LC_V20_H2p5_T7,7.417068495582769e-06
42,submerged,7.961138446126448e-08,2.021658254278779e-08,3.5676835619777256e-08,2.05562025645954e-08,4.186460035490159e-09,4.5544096384853536e-09,5.5075768377887333e-08,4.311540219437741e-08,8.643918607824371e-09,7.253027824905007e-08,7.914635329257052e-09,1.610145027937934e-08,1.0853193267169066e-08,1.335982953331146e-07,5.8427769865174806e-08,3.777494183190827e-08,1.8179617046473495e-07,9.730990360755082e-09,6.327667728984845e-08,1.7251603676880877e-08,2.0671819280843121e-07,4.975202043994263e-08,1.3063494379532707e-07,2.9310317195295845e-07,1.986163227791399e-07,2.2850325285771288e-08,3.958661308298639e-08,2.4694112872850202e-08,1.45035694354749e-06,1.7956228223097357e-07,1.552299124931627e-06,1.936416241620308e-06,3.0843779402320985e-06,8.758170902529988e-07,2.644781562398239e-07,1.6489627559943958e-06,2.7694001506280445e-06,2.519585194875144e-06,6.933706552514121e-06,3.073708903662203e-06,6.41100278435588e-07,7.440303909736419e-07,1.203016063880496e-06,2.171050094978648e-06,1.8447342222400122e-06,8.28781345147186e-06,5.794409282194696e-06,1.8267948662102406e-06,1.1759569513210855e-06,8.649820971083891e-07,9.49997547688922e-07,4.388421668121851e-06,9.727301105834558e-06,3.5985895100796804e-06,1.4801226225528562e-06,1.7259429690318393e-06,2.686596952110771e-06,1.3047073754962868e-05,6.599603820789207e-06,3.3359080526291635e-06,1.7629619154455913e-06,3.4054003030477447e-06,1.3787709504984341e-05,4.775413809595233e-06,3.281945828780436e-06,3.035176623987853e-06,3.2080057738932417e-06,8.847018779116007e-06,1.1759030678177662e-05,LC_V20_H2p5_T7,1.3787709504984341e-05
