node,sub_joint_id,plane_id,family,type_label,brace_member,brace_end,chord_t_scenario,direction,treatment,environment,category,D_life,D_life_seed_std,D_life_min,D_life_max,life_years,worst_side,worst_position,worst_segment,n_bins_used
26,"(26, 1)",1,K,K,89,1,single,,K,free_corrosion,T,1.2538769943796575,0.0530336244467188,0.8570949226990002,1.6775378367283733,19.938159892923537,chord,7,,69
26,"(26, 1)",1,K,K,89,1,single,,Y,free_corrosion,T,3.609490704260968,0.16236365457470744,2.480902719005213,4.888696737048144,6.926184896525083,chord,7,,69
26,"(26, 0)",0,K,K,95,1,single,,K,free_corrosion,T,1.9044418134391452,0.0933398981205602,1.2682965385301501,2.6842587457265155,13.127205999984653,chord,7,,69
26,"(26, 0)",0,K,K,95,1,single,,Y,free_corrosion,T,8.440456403399006,0.41059908968653447,5.678070926219595,11.909633000343801,2.9619251383056016,chord,7,,69
27,"(27, 1)",1,TY,Y,92,2,single,,TY,air,T,0.08168148130801438,0.009378454362613094,0.036803271980712794,0.14699252034567065,306.06692728461894,chord,7,,69
27,"(27, 0)",0,TY,Y,94,2,single,,TY,air,T,0.5002814692769076,0.0459100881690148,0.2562989290530887,0.8656236746578639,49.97186890838527,chord,7,,69
29,"(29, 1)",1,K,K,58,2,single,,K,seawater_cp,T,0.0515031460442422,0.0047806424804806074,0.02606860365549014,0.08505458473657285,485.4072405309865,chord,3,,69
29,"(29, 1)",1,K,K,58,2,single,,Y,seawater_cp,T,0.41610562429460096,0.045495273571003955,0.20644607775967036,0.7325268066376837,60.08089903226136,chord,3,,69
29,"(29, 0)",0,K,K,66,2,single,,K,seawater_cp,T,0.08281686410934944,0.007384011039710929,0.03848838718092506,0.13303400795191206,301.8708842560205,chord,7,,69
29,"(29, 0)",0,K,K,66,2,single,,Y,seawater_cp,T,2.167006499648757,0.19514713608194123,1.0614760506078242,3.470538573222656,11.53665206082777,chord,7,,69
