point_id,member_id,end,D,t,z,zone,propset,environment,category,not_assessable,not_assessable_reason,sn_curve,D_life,D_life_seed_std,D_life_min,D_life_max,life_years,worst_theta_deg,n_bins_used
183,92,2,0.8,0.02,15.651,atmospheric,1,air,B1,False,,B1,4.082399073388038e-07,0.0,4.082399073388038e-07,4.082399073388038e-07,61238501.064160205,0.0,1
184,93,1,0.8,0.02,4.378,splash,1,free_corrosion,B1,False,,B1,0.0007739920568166947,0.0,0.0007739920568166947,0.0007739920568166947,32300.073081913775,22.5,1
185,93,2,0.8,0.02,10.262,splash,1,free_corrosion,B1,False,,B1,0.0007425375278507258,0.0,0.0007425375278507258,0.0007425375278507258,33668.33198634751,135.0,1
186,94,1,0.8,0.02,10.262,atmospheric,1,air,B1,False,,B1,2.125857275691356e-06,0.0,2.125857275691356e-06,2.125857275691356e-06,11759961.633299056,135.0,1
187,94,2,0.8,0.02,15.651,atmospheric,1,air,B1,False,,B1,1.984713842742948e-06,0.0,1.984713842742948e-06,1.984713842742948e-06,12596274.31501615,0.0,1
188,95,1,0.8,0.02,4.378,splash,1,free_corrosion,B1,False,,B1,0.0008323932615477118,0.0,0.0008323932615477118,0.0008323932615477118,30033.880804748715,337.5,1
189,95,2,0.8,0.02,10.262,splash,1,free_corrosion,B1,False,,B1,0.0008323845823060184,0.0,0.0008323845823060184,0.0008323845823060184,30034.193966856757,202.5,1
190,96,1,0.8,0.02,10.262,atmospheric,1,air,B1,False,,B1,2.1724531981733468e-06,0.0,2.1724531981733468e-06,2.1724531981733468e-06,11507727.77108415,225.0,1
191,96,2,0.8,0.02,15.651,atmospheric,1,air,B1,False,,B1,1.9677815525655826e-06,0.0,1.9677815525655826e-06,1.9677815525655826e-06,12704662.246378487,0.0,1
192,97,1,0.8,0.02,4.378,splash,1,free_corrosion,B1,False,,B1,0.0006927919341216079,0.0,0.0006927919341216079,0.0006927919341216079,36085.870473791736,337.5,1
193,97,2,0.8,0.02,10.262,splash,1,free_corrosion,B1,False,,B1,0.0007239557468928393,0.0,0.0007239557468928393,0.0007239557468928393,34532.49747280551,202.5,1
194,98,1,0.8,0.02,10.262,atmospheric,1,air,B1,False,,B1,1.8677276622053927e-06,0.0,1.8677276622053927e-06,1.8677276622053927e-06,13385249.09487086,225.0,1
195,98,2,0.8,0.02,15.651,atmospheric,1,air,B1,False,,B1,1.63604580050865e-06,0.0,1.63604580050865e-06,1.63604580050865e-06,15280745.803221064,0.0,1
196,99,1,0.8,0.02,4.378,splash,1,free_corrosion,B1,False,,B1,0.0006746399956772987,0.0,0.0006746399956772987,0.0006746399956772987,37056.800901496325,22.5,1
197,99,2,0.8,0.02,10.262,splash,1,free_corrosion,B1,False,,B1,0.0006789512407174735,0.0,0.0006789512407174735,0.0006789512407174735,36821.49541929042,135.0,1
198,100,1,0.8,0.02,10.262,atmospheric,1,air,B1,False,,B1,1.8467440552963045e-06,0.0,1.8467440552963045e-06,1.8467440552963045e-06,13537338.825216267,135.0,1
199,100,2,0.8,0.02,15.651,atmospheric,1,air,B1,False,,B1,1.6409390246828262e-06,0.0,1.6409390246828262e-06,1.6409390246828262e-06,15235179.140694883,0.0,1
200,101,1,1.2,0.04,16.15,atmospheric,4,air,B1,True,interface_degenerate,B1,0.0,0.0,0.0,0.0,inf,0.0,1
201,101,2,1.2,0.04,20.15,atmospheric,4,air,B1,True,interface_degenerate,B1,0.0,0.0,0.0,0.0,inf,0.0,1
202,102,1,1.2,0.04,16.15,atmospheric,4,air,B1,True,interface_degenerate,B1,0.0,0.0,0.0,0.0,inf,0.0,1
203,102,2,1.2,0.04,20.15,atmospheric,4,air,B1,True,interface_degenerate,B1,0.0,0.0,0.0,0.0,inf,0.0,1
204,103,1,1.2,0.04,16.15,atmospheric,4,air,B1,True,interface_degenerate,B1,0.0,0.0,0.0,0.0,inf,0.0,1
205,103,2,1.2,0.04,20.15,atmospheric,4,air,B1,True,interface_degenerate,B1,0.0,0.0,0.0,0.0,inf,0.0,1
206,104,1,1.2,0.04,16.15,atmospheric,4,air,B1,True,interface_degenerate,B1,0.0,0.0,0.0,0.0,inf,0.0,1
207,104,2,1.2,0.04,20.15,atmospheric,4,air,B1,True,interface_degenerate,B1,0.0,0.0,0.0,0.0,inf,0.0,1
208,105,1,2.082,0.491,-49.5,submerged,5,seawater_cp,B1,True,grouted_equivalent,B1,1.2901760174883511e-08,0.0,1.2901760174883511e-08,1.2901760174883511e-08,1937720098.7403817,90.0,1
209,105,2,2.082,0.491,-45.5,submerged,5,seawater_cp,B1,True,grouted_equivalent,B1,4.5943950362261574e-10,0.0,4.5943950362261574e-10,4.5943950362261574e-10,54414128090.59413,90.0,1
210,106,1,2.082,0.491,-49.5,submerged,5,seawater_cp,B1,True,grouted_equivalent,B1,1.4491172984459997e-08,0.0,1.4491172984459997e-08,1.4491172984459997e-08,1725188156.0457134,90.0,1
211,106,2,2.082,0.491,-45.5,submerged,5,seawater_cp,B1,True,grouted_equivalent,B1,6.255755131479657e-10,0.0,6.255755131479657e-10,6.255755131479657e-10,39963201043.78321,90.0,1
212,107,1,2.082,0.491,-49.5,submerged,5,seawater_cp,B1,True,grouted_equivalent,B1,1.5441638988965405e-08,0.0,1.5441638988965405e-08,1.5441638988965405e-08,1618999124.2422516,270.0,1
213,107,2,2.082,0.491,-45.5,submerged,5,seawater_cp,B1,True,grouted_equivalent,B1,6.335033345597349e-10,0.0,6.335033345597349e-10,6.335033345597349e-10,39463091409.57281,270.0,1
214,108,1,2.082,0.491,-49.5,submerged,5,seawater_cp,B1,True,grouted_equivalent,B1,1.1375380752583498e-08,0.0,1.1375380752583498e-08,1.1375380752583498e-08,2197728633.770977,270.0,1
215,108,2,2.082,0.491,-45.5,submerged,5,seawater_cp,B1,True,grouted_equivalent,B1,4.359253650484992e-10,0.0,4.359253650484992e-10,4.359253650484992e-10,57349266650.76855,270.0,1
216,109,1,2.082,0.06,-50.001,submerged,6,seawater_cp,B1,True,buried_pile,B1,4.920967285033667e-05,0.0,4.920967285033667e-05,4.920967285033667e-05,508030.20121742104,90.0,1
217,109,2,2.082,0.06,-49.5,submerged,6,seawater_cp,B1,True,buried_pile,B1,3.776124374743211e-05,0.0,3.776124374743211e-05,3.776124374743211e-05,662054.46428655,90.0,1
218,110,1,2.082,0.06,-50.001,submerged,6,seawater_cp,B1,True,buried_pile,B1,5.851066681487598e-05,0.0,5.851066681487598e-05,5.851066681487598e-05,427272.5190279989,90.0,1
219,110,2,2.082,0.06,-49.5,submerged,6,seawater_cp,B1,True,buried_pile,B1,4.55832271184821e-05,0.0,4.55832271184821e-05,4.55832271184821e-05,548447.3474205502,90.0,1
220,111,1,2.082,0.06,-50.001,submerged,6,seawater_cp,B1,True,buried_pile,B1,6.09128153537936e-05,0.0,6.09128153537936e-05,6.09128153537936e-05,410422.66483325535,270.0,1
221,111,2,2.082,0.06,-49.5,submerged,6,seawater_cp,B1,True,buried_pile,B1,4.7241378778213876e-05,0.0,4.7241378778213876e-05,4.7241378778213876e-05,529197.0862528922,270.0,1
222,112,1,2.082,0.06,-50.001,submerged,6,seawater_cp,B1,True,buried_pile,B1,4.450109853909226e-05,0.0,4.450109853909226e-05,4.450109853909226e-05,561783.88445936,270.0,1
223,112,2,2.082,0.06,-49.5,submerged,6,seawater_cp,B1,True,buried_pile,B1,3.436027096851048e-05,0.0,3.436027096851048e-05,3.436027096851048e-05,727584.4833386585,270.0,1
