member_id,member_class,year,D_fatigue,t_mm,past_static_cutoff
31,leg,54.0,0.18371155532480676,2.600000000000005,True
31,leg,55.0,0.1877513851833522,2.0000000000000018,True
31,leg,56.0,0.19180485943803113,1.3999999999999986,True
31,leg,57.0,0.19587177927065713,0.800000000000009,True
69,brace,0.0,0.0,20.0,False
69,brace,1.0,0.0005111080745976,19.7,False
69,brace,2.0,0.0011447149979300832,19.400000000000002,False
69,brace,3.0,0.0018346036377254234,19.099999999999998,False
69,brace,4.0,0.0025637873702499,18.8,False
69,brace,5.0,0.0033236575849262436,18.5,False
69,brace,6.0,0.00410891238807919,18.2,False
69,brace,7.0,0.004915925460574798,17.9,False
69,brace,8.0,0.005742045567445567,17.6,False
69,brace,9.0,0.006585242289911498,17.3,False
69,brace,10.0,0.007443906434944465,17.0,False
69,brace,11.0,0.008316728543049507,16.7,False
69,brace,12.0,0.009202620482014685,16.400000000000002,False
69,brace,13.0,0.010100662471343596,16.1,False
69,brace,14.0,0.01101006593929625,15.8,False
69,brace,15.0,0.011930146673304021,15.5,False
69,brace,16.0,0.012860304907191856,15.200000000000001,False
69,brace,17.0,0.013800010226939892,14.9,False
69,brace,18.0,0.014748789911409734,14.600000000000001,False
69,brace,19.0,0.01570621977726053,14.3,False
69,brace,20.0,0.016671916885637083,14.0,False
69,brace,21.0,0.017645533657158735,13.700000000000001,False
69,brace,22.0,0.01862675306868784,13.4,False
69,brace,23.0,0.019615284692568024,13.100000000000001,False
69,brace,24.0,0.02061086140013458,12.800000000000002,False
69,brace,25.0,0.021613236594892213,12.5,False
69,brace,26.0,0.022622181872355894,12.200000000000001,False
69,brace,27.0,0.02363748502679527,11.9,False
69,brace,28.0,0.02465894834245056,11.6,False
69,brace,29.0,0.025686387119863423,11.3,False
69,brace,30.0,0.026719628397944565,11.000000000000002,False
69,brace,31.0,0.02775850984009386,10.700000000000001,False
69,brace,32.0,0.028802878758678666,10.400000000000002,False
69,brace,33.0,0.029852591256880782,10.1,False
69,brace,34.0,0.03090751147064896,9.8,False
69,brace,35.0,0.03196751089646781,9.5,False
69,brace,36.0,0.03303246779304532,9.200000000000001,False
69,brace,37.0,0.034102266646956356,8.9,False
69,brace,38.0,0.03517679769385637,8.6,False
69,brace,39.0,0.03625595648817135,8.300000000000002,False
69,brace,40.0,0.0373396435152351,8.0,False
69,brace,41.0,0.03842776384072695,7.700000000000002,False
69,brace,42.0,0.03952022679299797,7.4,False
